#----------------------------------------------------------------------------
#
# Project      : Call To Power 2
# File type    : String text file
# Description  : Meassage strings for the Alexander the Great scenario in Italian
# Id           : $Id:$
#
#----------------------------------------------------------------------------
#
# Disclaimer
#
# THIS FILE IS NOT GENERATED OR SUPPORTED BY ACTIVISION.
#
# This material has been developed at apolyton.net by the Apolyton CtP2 
# Source Code Project. Contact the authors at ctp2source@apolyton.net.
#
#----------------------------------------------------------------------------
#
# Remarks
#
# - This file contain all the message strings for the Alexander the Great 
#   scenario. It contains nothing else.
# - The order of the strings has been synchronized in the English, German
#   and Italian version. This has not been done for the French, Spanish and 
#   Japanese version, since those files are missing from the CTP2 source 
#   code project.
# - If you add new strings make sure that you add them at the same location
#   in every language version you have.
# - For easy comparison between the languages keep make sure that the number
#   of lines in each language file version is the same and that also the
#   comments are at the same place.
# - Keep also the indentation the same.
# - You may add comments after the last time of strings that are specific to 
#   one language only.
#
#----------------------------------------------------------------------------
#
# Modifications from the original Activision code:
#
# - Synchronized the string sequenze between the English, German and Italian
#   of that file.
# - Removed Christain propaganda about Babylon.
# - German version only: Replaced formal addressing by Sie by King's and 
#   Queen's formal addressing of Ihr.
#
#----------------------------------------------------------------------------

#### Message strings for the Alexander the Great scenario ####

#### Button text

AG_BUTTON_OK		"OK"
AG_EGYPT_HAPPY		"Durante una cerimonia solenne, sei vestito come un antico faraone e vieni proclamato dio-re. Gli Egiziani credono che Ammon-Ra sia tuo padre e la tua popolarità qui diventa altissima. Al di fuori dell'Egitto, sei ancora considerato solo un re macedone."
AG_BABYLON		"Babilonia è una delle quattro tradizionali case reali degli imperatori persiani. Ma solo grazie alle sue enormi dimensioni e alla sua ricchezza; il popolo qui non nutre alcuna simpatia per i Persiani."
AG_ECBATANA		"Ecbatana è una delle quattro tradizionali case reali degli imperatori persiani. Così, esiste un ricco tesoro per mantenere alto il tenore di vita dell'imperatore."
AG_SYRACUSE		"Molti hanno provato a conquistare Siracusa e tutti hanno fallito. Atene è stata una grande potenza sino all'epoca della distruzione del suo esercito nel tentativo di conquistare Siracusa. Alte mura cittadine e una posizione molto ben difendibile sono ciò che rende questa città così difficile da conquistare."
AG_ATHENS		"Atene è probabilmente la più meravigliosa città del mondo. L'acutezza scientifica degli Ateniesi è rappresentata dalla meraviglia del Liceo di Aristotele. Le difese della città sono assai solide."
AG_SPARTA		"Sparta è stata l'unica città della Grecia a riderti in faccia e a decidere di star fuori dalla Lega di Corinto. Si trova su un territorio montagnoso ed è protetta da alte mura cittadine: non ha paura di nessuno, neppure di Alessandro."
AG_PERSEPOLIS		"Persepoli è una delle quattro tradizionali case reali degli imperatori persiani. È anche il centro della patria originaria persiana e, di conseguenza, contiene i più vasti e lussuosi palazzi e tesori di qualsiasi altra città della Persia."
AG_SUSA			"Susa è una delle quattro case reali degli imperatori persiani. Così, esiste un ricco tesoro per mantenere alto il tenore di vita dell'imperatore. Questo è anche il punto di partenza per la famosa Strada Reale Persiana, rappresentata dalla meravigliosa Via Appia."
AG_ROME			"Nonostante la sfavorevole posizione strategica, Roma è diventata una città sorprendentemente grande. Un governo saggio sta rendendo questa città grandiosa. Le mura cittadine sono state trasformate in una barriera formidabile."
AG_PERSEPOLIS2		"La conquista della madrepatria dei Persiani rappresenta certamente una perdita ingente per il loro impero. I Persiani sono impressionati dal fatto che tu renda omaggio alla tomba di Ciro il Grande, fondatore della Persia, ma non altrettanto dalla confisca del tesoro cittadino che ammonta a 15.000 unità d'oro! Questa deve essere la più consistente quantità di oro mai raccolta nel mondo intero!"
AG_SUSA2		"Quale residenza degli imperatori persiani, Susa dispone di una vasto deposito d'oro. Si tratta di 4.000 unità d'oro che sono ora nelle tue mani!"
AG_ECBATANA2		"Quale residenza degli imperatori persiani, Ecbatana dispone di una vasto deposito d'oro. Si tratta di 4.000 unità d'oro che sono ora nelle tue mani! Il motivo per il quale i Persiani non abbiano impiegato queste ricchezze per pagare più soldati rimane misterioso."
AG_BABYLON2		"La grande Babilonia ora ti appartiene! Qui si trova l'immensa fortuna di 5.000 unità d'oro, depositate per mantenere i lussi dei reali persiani. La posizione centrale fa di Babilonia il centro più adatto dal quale governare le terre conquistate."
AG_ATHENS2		"La potente città di Atene è ora sotto il tuo controllo! In ogni caso, il fatto che tu abbia dovuto conquistarla usando la forza e danneggiando i suoi innumerevoli tesori, invece di mantenere l'alleanza della Lega di Corinto, causa un peggioramento della tua reputazione presso le nazioni confinanti."
AG_PERSIANS_DEAD	"Ora che hai completamente conquistato l'impero persiano, non esiste più alcuna speranza per qualsiasi eventuale pretendente al ruolo di imperatore. Il popolo della Persia è pronto a proclamarti suo nuovo sovrano e attende il tuo ritorno a Babilonia per la cerimonia di incoronazione."
AG_HAPPY_EMPIRE		"Durante una cerimonia solenne, proclami l'eterna unità dei mondi greco e persiano e ti dichiari imperatore della Persia, il Re dei Re! Presso le città controllate a lungo dalla Persia, la tua popolarità diventa altissima, ma i Greci sono scettici a proposito di questa idea dell'unità e disprezzano la tua amicizia con qualsiasi 'barbaro' non greco."
AG_SPARTA_DEFECT	"La tua reputazione presso i Greci è precipitata. Anche se ciò non significa entrare in conflitto con la civiltà greca nel suo complesso, gli Spartani decidono di appoggiare la causa persiana, nella speranza che altre città greche seguano il loro esempio! Sparta è ora essenzialmente una parte della Persia ed è pronta ad attaccare la Lega di Corinto."
AG_REALLY_HAPPY_EMPIRE	"Il tuo impero ora si estende da Cartagine a Roma, da ovest sino all'India! La comprensione da parte dei popoli che tu sia già il più grande conquistatore di tutti i tempi aumenta vertiginosamente la tua popolarità in tutte le città!"
AG_PERSIAN_FLEE		"La semplice presenza di Alessandro presso gli ingressi delle città causa la fuga dei difensori, che abbandonano così le proprie postazioni."

# Additional leader death strings
AG_PORUS_OLD		"Gli esploratori riferiscono che il generale indiano  Poros è morto, anche se non si sa come. Pazienza - un uomo così famoso avrebbe potuto essere un utile alleato oppure un valoroso avversario."
AG_PORUS_BATTLE		"Hai sconfitto il grande generale Poros! Per molti anni ha rappresentato la risorsa bellica indiana più potente al di fuori del vasto impero magadano, ma non era comunque paragonabile al tuo genio militare. Pazienza - quest'uomo era tuo nemico perché combatteva in maniera brillante. Rifiutando di morire, è riuscito ad abbattere molti dei tuoi uomini prima che le numerose ferite riportate si rivelassero letali."
AG_MEMNON_OLD		"I Persiani hanno perduto Memnone, il loro miglior generale. È stato rapidamente ucciso da una malattia. Devi considerarti molto fortunato per il fatto di non aver avuto occasione di affrontarlo in battaglia."
AG_MEMNON_BATTLE	"I Persiani hanno perduto Memnone, il loro miglior generale. È stato assalito in battaglia dai Greci furiosi e ansiosi di uccidere il traditore che ha combattuto contro la sua gente. Con la sua morte, le tue conquiste dovrebbero ora essere molto più agevoli."
AG_BESSUS_OLD		"Il generale persiano Besso è stato assassinato dai suoi stessi uomini! Al contrario di Dario non aveva le adeguate credenziali e alcuni hanno pensato di poter far meglio di lui, cercando quindi di prendere il comando. Ma l'unico risultato è stato l'ulteriore frammentazione della leadership persiana."
AG_BESSUS_BATTLE	"Il generale persiano Besso muore in battaglia! Con la sua morte, non esiste più nessuno che possa nutrire speranze di rianimare il popolo persiano per cercare di sconfiggerti."

# The string of hyphens below represents the amount of text that will fit in a message box. The second line is for alert boxes.
#			 --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#			 ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

AG_TEMP			"Alessandro si trova a {alexUnit.location}."
AG_TEMP2		"Ci siamo"
