#----------------------------------------------------------------------------
#
# Project      : Call To Power 2
# File type    : String text file
# Description  : Meassage strings for the Alexander the Great scenario in German
# Id           : $Id:$
#
#----------------------------------------------------------------------------
#
# Disclaimer
#
# THIS FILE IS NOT GENERATED OR SUPPORTED BY ACTIVISION.
#
# This material has been developed at apolyton.net by the Apolyton CtP2 
# Source Code Project. Contact the authors at ctp2source@apolyton.net.
#
#----------------------------------------------------------------------------
#
# Remarks
#
# - This file contain all the message strings for the Alexander the Great 
#   scenario. It contains nothing else.
# - The order of the strings has been synchronized in the English, German
#   and Italian version. This has not been done for the French, Spanish and 
#   Japanese version, since those files are missing from the CTP2 source 
#   code project.
# - If you add new strings make sure that you add them at the same location
#   in every language version you have.
# - For easy comparison between the languages keep make sure that the number
#   of lines in each language file version is the same and that also the
#   comments are at the same place.
# - Keep also the indentation the same.
# - You may add comments after the last time of strings that are specific to 
#   one language only.
#
#----------------------------------------------------------------------------
#
# Modifications from the original Activision code:
#
# - Synchronized the string sequenze between the English, German and Italian
#   of that file.
# - Removed Christain propaganda about Babylon.
# - German version only: Replaced formal addressing by Sie by King's and 
#   Queen's formal addressing of Ihr.
#
#----------------------------------------------------------------------------

#### Message strings for the Alexander the Great scenario ####

#### Button text

AG_BUTTON_OK		"OK"
AG_BARB_DEFEAT		"Der letzte große Barbarenanführer, der die zivilisierte Welt mit seinen Überfällen und Plünderungen heimgesucht hat, ist geschlagen. Ohne ihren Anführer stellen diese Barbaren keine Bedrohung mehr dar."
AG_CL_DEFEAT		"Der Korinthische Bund hat nichts aus den Erfahrungen der Vergangenheit gelernt und musste für seine Ignoranz mit Blut und Niederlagen bezahlen. Da sie als Verbündete nicht mit Eurer Führungsrolle einverstanden sein konnten, mussten sie unter Eure direkte Herrschaft gebracht werden."
AG_GREEK_DEFEAT		"Alle unabhängigen griechischen Städte wurden erobert! Die Vorstellung eines unabhängigen griechischen Stadtstaates existiert damit nicht mehr. Einzelne Städte haben keine Chance gegen größere Reiche wie das Eure."
AG_PERSIA_DEFEAT	"Ihr habt das gesamte persische Reich unter Eure Kontrolle gebracht. Ihr platzt vor Stolz, dass Ihr es geschafft habt, den Traum Eures Vaters zu verwirklichen. Persien gehört Euch und es scheint, als könne niemand Eurer Macht entgegenstehen."
AG_CARTHAGE_DEFEAT	"Kartargo wurde Erobert! Ihr habt das gesamte westliche Mittelmeer erobert und schwört, dass Ihr in nächster Zukunft eine Straße entlang der nordafrikanischen Küste errichten werdet, den ganzen Weg von Ägypten bis an den Rand des großen Meeres. Vielleicht werden Eure Seefahrer eines Tages dieses Meer erkunden und dahinter liegende Länder erobern."
AG_ROMAN_DEFEAT		"Die Römer sind bezwungen. Bevor Ihr kamt, schienen die Römer das alleinige Recht auf Macht gepachtet zu haben, aber jetzt werden sie nur noch eine weitere Provinz in Eurem riesigen Reiche sein. Wer weiß, was gewesen wäre, wenn Ihr diese energischen Menschen sich selbst überlassen hättet."
AG_MAGADHAN_DEFEAT	"Ihr habt das magadanische Reich zerschlagen! Kaiser Dhana Nanda wird zur Strafe für seine ungerechte Herrschaft von seinem eigenen Volke geköpft. Er nahm seine eigenen Untertanen schamlos aus. Durch die Rückerstattung dieses Geldes würdet Ihr große Sympathien erringen. 5.000 Gold würden die Bevölkerung besänftigen und sie würden Euch darüber hinaus noch mehr verehren."
AG_MAGADHAN_MONEY	"Die frühere magadanische Bevölkerung dankt Euch Eure Großzügigkeit. In größeren Städten wird Eure Herrschaft deutlich wohlwollender betrachtet."
AG_MAGADHAN_NOMONEY	"Zu schade, die Leute lassen sich nicht täuschen. Eure Versprechen sind ebenso leer wie Eure Schatzkammern. Wo ist das Geld, das Ihr ihnen versprochen habt?"
AG_INDEP_DEFEAT		"Ihr habt schließlich alle weit verstreuten unabhängigen Staaten erledigt. Das einzige ernst zu nehmende Hindernis bei der Bezwingung dieser kleinen unabhängigen Staaten war die Entfernung, aber selbst die konnte Euch nicht aufhalten. Die Idee eines unabhängigen Staates ist überholt: Alle zivilisierten Menschen werden harmonisch unter einer Regierung vereint sein - der Euren."

# Endgame ranking strings
AG_GAMEOVER		"Ihr habt {totalScore} von 60 möglichen Punkten erreicht.\n\n{cityScore} - Beherrschte Städte\n{civScore} - Eroberte Reiche\n{heirScore} - Erbbonus\n------------------------\n{totalScore} gesamt"
AG_UNWORTHY		"So viele Gelegenheiten: Die makedonische Nation schien bereit, große Dinge zu vollbringen, aber Ihr habt es nicht geschafft, diese Chance zu nutzen. Die Geschichtsschreiber werden sich fragen, was wohl geschehen wäre, wenn Alexander ein besserer Mann gewesen wäre. Ihr werdet als Alexander der Unwürdige in die Geschichte eingehen! Wenn überhaupt!"
AG_GOOD			"Ihr habt es geschafft, die makedonische Nation ein wenig zu vergrößern, aber Ihr hättet noch viel mehr erreichen können! Vor allem habt Ihr Euch nicht genug darauf konzentriert, in jungen Jahren einen Erben zu zeugen. In den Geschichtsbüchern werdet Ihr keineswegs als Alexander der Große, sondern bloß als Alexander der Gute Erwähnung finden."
AG_MIGHTY		"Ihr habt viel erreicht, konntet aber nicht genügend Territorium lange genug unter Eurer Herrschaft halten, um ein wahrhaft überdauerndes Reich zu erschaffen. Dank Eurer weniger kompetenten Nachfolger wird Eure Arbeit auch weiterhin unvollendet bleiben. Dennoch: Ihr habt die Weltgeschichte dramatisch verändert und Euer Werk wird noch lange in Erinnerung bleiben. Die Geschichtsschreiber werden Euch Alexander den Mächtigen nennen."
AG_GREAT		"Glückwunsch! Ihr habt Euch als dem echten Alexander dem Großen ebenbürtig erwiesen. Aber der echte Alexander starb jung und hatte auch nicht für einen Erben gesorgt. Dass Euer Reich überdauert, ist wahrscheinlicher, als es in seinem Fall war. Aufgrund der vielen von Euch erreichten Leistungen werdet Ihr von den Geschichtsschreibern Alexander der Große genannt werden."
AG_MAGNIFICENT		"Ihr habt den echten Alexander den Großen noch übertroffen! Dadurch, dass Ihr für einen Erben gesorgt habt, habt Ihr mehr getan als er, und aufgrund Eures hohen Ansehens wird Euer Reich auch über Euren Tod hinaus überdauern. Die Thronfolge durch weitere Alexander-Abkömmlinge ist gesichert. Ihr werdet als Alexander der Grandiose in die Geschichtsbücher eingehen."
AG_DEMIGOD		"Eure Leistungen übertreffen die des echten Alexanders bei Weitem! Ihr habt fast die gesamte bekannte Welt erobert und für einen Thronerben gesorgt. Tausende von Jahren später werdet Ihr noch immer als eine zentrale Figur der Geschichte betrachtet: der Mann, der eine Weltmacht erschuf, die die Zeit überdauerte. Manche gehen sogar noch einen Schritt weiter und verehren Euch als einen Halbgott."
AG_GOD			"Unglaublich: Ihr habt die gesamte bekannte Welt erorbert! In zukünftigen Generationen werden andere Alexander Euer Reich über die gesamte Welt ausbreiten und innerhalb von 1000 Jahren sogar den Weltraum erobern. Ihr werdet nicht mehr nur als ein Reichsgründer betrachtet: Stattdessen hält man Euch in weiten Teilen des Universums für einen Gott, der auf die Erde niederkam!"

# Various extra strings
AG_PERSEP_ROAD 		"Späher berichten, dass Ihr Euch jetzt auf der Straße zwischen Susa und Persepolis befinden, den Winter- und Sommerresidenzen des persischen Reiches."
AG_MACEDHAPPY 		"Die Nachricht Eures Sieges über Dareios hat die Menschen in Eurer makedonischen Heimat erreicht. Aufgrund der großartigen Tat, die Ihr damit vollbracht habt, steigt Eure Popularität in Pella ins Unermessliche."
AG_NEAR_CROSSROAD	"Ihr befindet Euch an einem wichtigen Kreuzweg: Wenn Ihr nach Norden über den Bergpass vorrückt, erreicht Ihr Sogdian, die traditionelle nordwestliche Grenze des persischen Reiches. Wenn Ihr im Süden über den Bergpass zieht, werdet Ihr eine Reihe von Oasenstädten finden, die sich schließlich zur Hauptstraße nach Westen führen. Wenn Ihr Euch für den Weg nach Westen entscheidet, erreicht Ihr das sagenumwobene Indien."
AG_CASPIAN_GATE		"Ihr überquert die kaspische Meerenge. Dieser Weg zwischen den Bergen und der Wüste kennzeichnet die Grenze zwischen den zivilisierteren Ländern im Westen und den wilden trostlosen Ländern im Osten. Im Osten gibt es nur wenige weit verstreute fruchtbare Ländereien, bis die Straße schließlich im entfernten Indien endet."
AG_ETHIOPIA		"Der Nil erstreckt sich südlich des wohlhabenden Königreichs von Meru, ebenso wie das Hochland Äthiopiens."
AG_MEROE		"Ihr habt Meru erobert! Diese Region ist eine der größten Goldgräberstätten der Welt. Ihr erhaltet 5.000 Gold."
AG_ARABIA_BY_SEA1	"Eure Schiffe haben die Küstengewässer von Arabien gesichtet. In diesem Wüstengebiet wimmelt es von kampflustigen und brutalen Barbaren. Dennoch lohnt es sich, die enorm reichen Handelsmetropolen von Südarabien zu erobern. Wenn Ihr über das Meer entlang der arabischen Küste weiterreist, erreicht Ihr schließlich Ägypten."
AG_ARABIA_BY_SEA2	"Eure Schiffe haben die Mündung des arabischen Golfes erreicht. Im Osten liegt Arabien. In diesem Wüstengebiet wimmelt es von kampflustigen und brutalen Barbaren. Dennoch lohnt es sich, die enorm reichen Handelsmetropolen von Südarabien zu erobern. Wenn Ihr über das Meer entlang der arabischen Küste weiterreist, erreicht Ihr schließlich Persien."
AG_ROAD_TO_MARIB1	"Auf diesen Wegen fahren Gewürzkarawanen landeinwärts in die Stadt Marib, von der manche behaupten, sie sei die reichste Stadt der Welt."
AG_ROAD_TO_MARIB2	"Es gibt einen Weg, der über die Berge in die großartige Stadt Marib führt, den zentralen Umschlagplatz für den Gewürzhandel."
AG_EGYPT_DEFECT_A	"Die Einwohner Ägyptens feiern die Ankunft von Alexander dem  Großen! Die Ägypter hatten sich im vergangenen Jahrhundert wiederholt gegen die Perser erhoben, wurden aber immer wieder zurückerobert. Jetzt sehen Sie in Euch ihre Rettung und hoffen, dass Ihr sie aus der persischen Unterjochung erlöst! Die persischen Soldaten ergreifen die Flucht und hinterlassen ein von vielen Rebellionen beinahe völlig zerstörtes Land."
AG_EGYPT_DEFECT_B	"Die Ägypter akzeptieren Pharaonen als ihre Anführer. Wenn Ihr nach Memphis geht und Euch einer Krönungszeremonie als Pharao unterzieht, werdet Ihr feststellen, dass die Herrschaft über Ägypten deutlich leichter fällt."
AG_EGYPT_HAPPY		"In einer pompösen Zeremonie werdet Ihr wie ein Pharao der Antike gekleidet und zum göttlichen König erklärt. Die einfachen Ägypter glauben, dass Ammon-Ra Euer Vater ist, so dass Eure Popularität in dieser Region enorm steigt. Außerhalb von Ägypten werdet Ihr allerdings weiterhin nur als makedonischer König anerkannt."
AG_BABYLON		"Babylon ist eine der vier traditionellen Sitze der persischen Kaiser. Aber nur wegen seiner Größe und seines Reichtums. Die Menschen hier hegen keinerlei Zuneigung für die Perser."
AG_ECBATANA		"Ekbatana ist eine der vier traditionellen Sitze der persischen Kaiser. Demzufolge gibt es hier reichhaltige Schätze, um den luxuriösen Lebensstil des Kaisers finanzieren zu können." 
AG_SYRACUSE		"Viele haben versucht, Syrakus zu erobern, doch alle sind gescheitert. Athen war eine große Macht, bis sein Militär beim Versuch der Einnahme von Syrakus vernichtet wurde. Hohe Stadtmauern und eine sehr gut befestigte Stellung machen die Eroberung dieser Stadt sehr schwer." 
AG_ATHENS		"Athen ist die vermutlich wundersamste Stadt der Welt. Der wissenschaftliche Scharfsinn der Athener wird durch das Weltwunder Aristotelesses Lyceum verdeutlicht. Die Stadt ist äußerst gut befestigt." 
AG_SPARTA		"Sparta ist die einzige Stadt Griechenlands, die Euch ins Gesicht lacht, obwohl sie sich außerhalb des Korinthischen Bundes befindet. Wegen des bergigen Geländes um Sparta und seiner hohen Stadtmauern fürchten die Stadtbewohner niemanden, nicht einmal Alexander." 
AG_PERSEPOLIS		"Persepolis ist eine der vier traditionellen Sitze der persischen Kaiser. Die Stadt befindet sich im Zentrum des eigentlichen persischen Heimatlandes und beherbergt daher die größten und luxuriösesten Paläste und Schätze von allen persischen Städten." 
AG_SUSA			"Susa ist einer der vier traditionellen Sitze der persischen Kaiser. Dementsprechend gibt es hier reichhaltige Schätze, um den luxuriösen Lebensstil des Kaisers finanzieren zu können. Diese Stadt ist außerdem der Ausgangspunkt der berühmten persischen Königsstraße, die durch das Weltwunder Via Appia repräsentiert wird." 
AG_ROME			"Trotz des strategisch ungünstigen Standortes konnte sich Rom zu einer überraschend großen Stadt entwickeln, was sicherlich auch ihrer weise geführten Regierung zu verdanken ist. Die Erweiterung der Stadtmauern zu beeindruckenden Barrieren ist ebenfalls auf die Anführer der Stadt zurückzuführen." 
AG_PERSEPOLIS2		"Die Eroberung des persischen Heimatlandes bedeutet den sicheren Untergang des persischen Reiches. Die Perser sind beeindruckt, dass Ihr dem Grabmal von Cyrus dem Großen, Gründer von Persien, Ehre erweist, aber sie sind nicht so sehr davon beeindruckt, dass Ihr die 15.000 Gold in den Schatzkammern der Stadt beschlagnahmt! Das muss der größte Goldvorrat sein, der jemals in der ganzen Welt angehäuft wurde!"
AG_SUSA2		"Als einer der Sitze persischer Kaiser birgt Susa einen großen Goldvorrat. Die in den Schatzkammern befindlichen 4.000 Gold gehören nun Euch!"
AG_ECBATANA2		"Als einer der Sitze persischer Kaiser beherbergt Ekbatane einen großen Goldvorrat: Die 4.000 Gold gehören nunmehr Euch! Warum die Perser das Geld nicht ausgegeben haben, um weitere Soldaten anzuheuern, bleibt ein Mysterium."
AG_BABYLON2		"Das große Babylon gehört nun Euch! Dies gilt auch für die großen Goldvorräte in Höhe von 5.000 Gold, die hier angehäuft wurden, um den luxuriösen Lebensstil der persischen Aristokratie finanzieren zu können. Der zentrale Standort von Babylon prädestiniert es als Ausgangspunkt, von dem aus Ihr Eure Eroberungsfeldzüge koordinieren können."
AG_ATHENS2		"Ihr habt die einflussreiche Stadt Athen erobert! Aufgrund der Tatsache, dass Ihr bei der Einnahme der Stadt brutale Gewalt anwenden musstet und viele ihrer Schätze beschädigten, statt sich an die Allianz des Korinthischen Bundes zu halten, verschlechtert sich jedoch Euer Ansehen bei den Nachbarländern." 
AG_PERSIANS_DEAD	"Ihr habt nunmehr das gesamte persische Reich erobert. Es besteht keine Hoffnung mehr für irgendeinen persischen Möchtegern-Kaiser. Die Menschen in Persien sind bereit, Euch zu ihrem neuen Kaiser zu erklären, nachdem Ihr nach Babylon zurückgekehrt seid, um Euch der Krönungszeremonie zu unterziehen."
AG_HAPPY_EMPIRE		"In einer pompösen Zeremonie proklamiert Ihr die ewige Vereinigung der griechischen und persischen Welten und erklären Euch zum Kaiser von Persien, dem König der Könige! In Städten, die seit Urzeiten unter persischer Herrschaft standen, steigt Eure Popularität enorm an, aber die Griechen sind angesichts der Vereinigungsidee skeptisch und missbilligen Eure Freundschaft mit allen nicht-griechischen 'Barbaren'."
AG_SPARTA_DEFECT	"Euer Ansehen bei den Griechen sinkt. Obwohl das allein noch nicht ausreicht, um Schwierigkeiten mit der griechischen Zivilisation als solche zu bekommen, entscheiden sich die Spartaner, sich der persischen Seite anzuschließen, in der Hoffnung, dass andere griechische Städte ihrem Beispiel folgen werden! Sparta ist nun im Wesentlichen ein Teil von Persien und bereit, den Korinthischen Bund anzugreifen."
AG_REALLY_HAPPY_EMPIRE	"Euer Reich erstreckt sich jetzt von Karthago und Rom im Westen bis nach Indien im Osten! Da die Massen nunmehr erkennen, dass Ihr der größte Eroberer aller Zeiten seid, steigt Eure Popularität in all Euren Städten!"
AG_PERSIAN_FLEE		"Die bloße Anwesenheit von Alexander dem Großen vor den Toren der Stadt schlug die Verteidiger in die Flucht, so dass Ihr freien Zutritt habt."

# Additional leader death strings
AG_PORUS_OLD		"Späher berichten, dass der indische General Poros tot ist - es ist allerdings nicht bekannt, wie er zu Tode gekommen ist. Zu schade - ein so berühmter Mann hätte ein nützlicher Verbündeter oder auch ein würdiger Gegner sein können."
AG_PORUS_BATTLE		"Ihr habt den großen General Poros besiegt! Viele Jahre lang führte er die stärkste indische Militärmacht außerhalb des großen magadanischen Reiches, aber Eurem militärischen Genie konnte er nicht standhalten. Zu schade eigentlich, dass dieser Mann Euer Feind war, denn er war ein begnadeter Kämpfer: In seinem letzten Kampf konnte er noch Dutzende Eurer Männer niederstrecken, bevor er schließlich seinen vielen Wunden erlag."
AG_MEMNON_OLD		"Die Perser haben Memnon, ihren besten General verloren. Eine Krankheit hat ihn schnell dahingerafft.Ihr könnt von großem Glück sagen, dass er verstarb, bevor Ihr Euch ihm im Kampf stellen musstet."
AG_MEMNON_BATTLE	"Die Perser haben Memnon, ihren besten General verloren. Er wurde im Kampf von wütenden Griechen niedergestreckt, die darauf aus waren, den Verräter zu töten, der sich gegen seine eigenen Leute erhoben hatte. Jetzt, da er tot ist, sollten Eure Eroberungsfeldzüge merklich einfacher durchzuführen sein."
AG_BESSUS_OLD		"Der persische General Bessos wurde von seinen eigenen Männern getötet! Da Bessos nicht wie Dareios mit den richtigen königlichen Referenzen ausgestattet war, glaubten andere, dass sie es besser als er könnten, und versuchten, sein Amt zu übernehmen. Doch die persische Führung ist jetzt nur noch mehr gespalten."
AG_BESSUS_BATTLE	"Der persische General Bessos ist im Kampf gefallen! Nach seinem Tode besteht keine Hoffnung mehr, das persische Volk neu aufgebaut werden könnte, um Euch zu schlagen."

# The string of hyphens below represents the amount of text that will fit in a message box. The second line is for alert boxes.
#			 --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#			 ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

AG_TEMP			"Alexander ist in {alexUnit.location}."
AG_TEMP2		"Ebenfalls angekommen"
