# Control Panel
TOOLTIP_CITYMAN_NATL_SUMM_SORTFOOD_BUTTON		"Nach Nahrung"
STATUSBAR_CITYMAN_NATL_SUMM_SORTGOLD_BUTTON	"Sortiert die Liste nach Handelsaktivität."
TOOLTIP_CITYMAN_NATL_SUMM_SORTGOLD_BUTTON		"Nach Gold"
STATUSBAR_CITYMAN_NATL_SUMM_SORTSCI_BUTTON	"Sortiert die Liste nach wissenschaftlicher Produktion."
TOOLTIP_CITYMAN_NATL_SUMM_SORTSCI_BUTTON		"Nach Wissenschaft"
STATUSBAR_CITYMAN_NATL_SUMM_SORTPOLL_BUTTON	"Sortiert die Liste nach Umweltverschmutzungsniveau."
TOOLTIP_CITYMAN_NATL_SUMM_SORTPOLL_BUTTON		"Nach Umweltverschmutzung"
STATUSBAR_CITYMAN_NATL_SUMM_SORTCRIME_BUTTON	"Sortiert die Liste nach Kriminalitätsrate."
TOOLTIP_CITYMAN_NATL_SUMM_SORTCRIME_BUTTON	"Nach Kriminalitätsrate"
STATUSBAR_CITYMAN_NATL_SUMM_EXIT_BUTTON       	"Schließt den Nationsmanager."
TOOLTIP_CITYMAN_NATL_SUMM_EXIT_BUTTON       	"Schließen"
STATUSBAR_CITYMAN_NATL_SUMM_SORTMAYOR_BUTTON	"Sortiert die Liste nach Stadtratsstatus."
TOOLTIP_CITYMAN_NATL_SUMM_SORTMAYOR_BUTTON	"Nach Stadtrat"
STATUSBAR_CITYMAN_NATL_SUMM_SORTPRIOR_BUTTON	"Sortiert die Liste nach der Priorität des Stadtrats."
TOOLTIP_CITYMAN_NATL_SUMM_SORTPRIOR_BUTTON	"Nach Priorität"

#	National Summary Advice Window
STATUSBAR_CITYMAN_NATL_ADV_ADVREC_DISPLAY		"Zeigt die Empfehlung Ihres nationalen Beraters für die nächste Aktion an."
TOOLTIP_CITYMAN_NATL_ADV_ADVREC_DISPLAY		"Ratschlag"
STATUSBAR_CITYMAN_NATL_ADV_TOTALCITIES_DISPLAY	"Die Gesamtanzahl der Städte in Ihrer Nation."
TOOLTIP_CITYMAN_NATL_ADV_TOTALCITIES_DISPLAY	"Städte gesamt"
STATUSBAR_CITYMAN_NATL_ADV_TOTALGOLD_DISPLAY	"Der als Rücklage gesparte Goldbetrag."
TOOLTIP_CITYMAN_NATL_ADV_TOTALGOLD_DISPLAY	"Rücklage"
STATUSBAR_CITYMAN_NATL_ADV_ADDQUEUE_BUTTON	"Ermöglicht das Anlegen und Speichern einer Bauliste."
TOOLTIP_CITYMAN_NATL_ADV_ADDQUEUE_BUTTON		"Bauliste anlegen"
STATUSBAR_CITYMAN_NATL_ADV_LOADQ_BUTTON		"Ermöglicht das Laden einer Bauliste."
TOOLTIP_CITYMAN_NATL_ADV_LOADQ_BUTTON		"Bauliste laden"

#	Load Queue Window
STATUSBAR_CITYMAN_LOADQ_AVAILQ_BUTTON		"Die verfügbaren Baulisten."
TOOLTIP_CITYMAN_LOADQ_AVAILQ_BUTTON			"Gespeicherte Baulisten"
STATUSBAR_CITYMAN_LOADQ_QLIST_DISPLAY		"Ermöglicht per Doppelklick das Löschen eines Objekts aus der Bauliste."
TOOLTIP_CITYMAN_LOADQ_QLIST_DISPLAY			"Aktuelle Bauliste"
STATUSBAR_CITYMAN_LOADQ_CANCEL_BUTTON		"Bricht den Ladevorgang für die Bauliste ab."
TOOLTIP_CITYMAN_LOADQ_CANCEL_BUTTON			"Abbrechen"
STATUSBAR_CITYMAN_LOADQ_LOAD_BUTTON			"Ermöglicht das Laden der gewählten Bauliste."
TOOLTIP_CITYMAN_LOADQ_LOAD_BUTTON			"Bauliste laden"

# Unit Management Screen
#
#	Military Advice Window
STATUSBAR_UNITMAN_MILADV_ADVREC_DISPLAY		"Zeigt die Empfehlung Ihres militärischen Beraters an."
TOOLTIP_UNITMAN_MILADV_ADVREC_DISPLAY		"Ratschlag"
STATUSBAR_UNITMAN_MILADV_AERIAL_BUTTON		"Die Gesamtzahl/der prozentuale Anteil Ihrer Lufteinheiten."
TOOLTIP_UNITMAN_MILADV_AERIAL_BUTTON		"Lufteinheiten"
STATUSBAR_UNITMAN_MILADV_DEFENSE_BUTTON     "Die Gesamtzahl/der prozentuale Anteil Ihrer Defensiveinheiten."
TOOLTIP_UNITMAN_MILADV_DEFENSE_BUTTON		"Defensiveinheiten"
STATUSBAR_UNITMAN_MILADV_FLANKING_BUTTON		"Die Gesamtzahl/der prozentuale Anteil Ihrer Flankeneinheiten."
TOOLTIP_UNITMAN_MILADV_FLANKING_BUTTON		"Flankeneinheiten"
STATUSBAR_UNITMAN_MILADV_NAVAL_BUTTON		"Die Gesamtzahl/der prozentuale Anteil Ihrer Marineeinheiten."
TOOLTIP_UNITMAN_MILADV_NAVAL_BUTTON			"Marineeinheiten"
STATUSBAR_UNITMAN_MILADV_OFFENSE_BUTTON		"Die Gesamtzahl/der prozentuale Anteil Ihrer Offensiveinheiten."
TOOLTIP_UNITMAN_MILADV_OFFENSE_BUTTON		"Offensiveinheiten"
STATUSBAR_UNITMAN_MILADV_RANGED_BUTTON		"Die Gesamtzahl/der prozentuale Anteil Ihrer Fernkampfeinheiten."
TOOLTIP_UNITMAN_MILADV_RANGED_BUTTON		"Fernkampfeinheiten"
STATUSBAR_UNITMAN_MILADV_SPECIAL_BUTTON		"Die Gesamtzahl/der prozentuale Anteil Ihrer Spezialeinheiten."
TOOLTIP_UNITMAN_MILADV_SPECIAL_BUTTON		"Spezialeinheiten"
STATUSBAR_UNITMAN_MILADV_MILUPKEEP_BUTTON		"Die gesamten Unterhaltskosten für Ihre Militärtruppen."
TOOLTIP_UNITMAN_MILADV_MILUPKEEP_BUTTON		"Militärunterhalt"

#	Main Unit Mgmt. Window
STATUSBAR_UNITMAN_MAIN_STATE_PEACE_BUTTON       "Stellt die Militärbereitschaft auf 'Frieden' ein."
TOOLTIP_UNITMAN_MAIN_STATE_PEACE_BUTTON		"Frieden"
STATUSBAR_UNITMAN_MAIN_STATE_ALERT_BUTTON       "Versetzt Ihre Truppen in 'Alarmbereitschaft'."
TOOLTIP_UNITMAN_MAIN_STATE_ALERT_BUTTON		"Alarmbereitschaft"
STATUSBAR_UNITMAN_MAIN_STATE_WAR_BUTTON     "Stellt die Militärbereitschaft auf 'Krieg' ein."
TOOLTIP_UNITMAN_MAIN_STATE_WAR_BUTTON		"Kriegzustand!"
STATUSBAR_UNITMAN_MAIN_STATE_DISPLAY		"Ihre derzeitige Militärbereitschaft."
TOOLTIP_UNITMAN_MAIN_STATE_DISPLAY			"Akt. Militärbereitschaft"
STATUSBAR_UNITMAN_MAIN_TOTAL_UNITS_DISPLAY	"Die Gesamtzahl Ihrer Einheiten."
TOOLTIP_UNITMAN_MAIN_TOTAL_UNITS_DISPLAY		"Einheiten gesamt"
STATUSBAR_UNITMAN_MAIN_SHOWADV_BUTTON		"Blendet das Beraterfenster ein bzw. aus."
TOOLTIP_UNITMAN_MAIN_SHOWADV_BUTTON			"Ratschlag ein-/ausblenden"
STATUSBAR_UNITMAN_MAIN_DISBAND_BUTTON		"Vernichtet die markierte Einheit."
TOOLTIP_UNITMAN_MAIN_DISBAND_BUTTON			"Einheit auflösen"
STATUSBAR_UNITMAN_MAIN_CLOSE_BUTTON			"Schließt den Einheitenmanager und kehrt zum Spiel zurück."
TOOLTIP_UNITMAN_MAIN_CLOSE_BUTTON			"Schließen"

#	Units Tab
STATUSBAR_UNITMAN_STATS_TAB_SORTBY_NAME_BUTTON		"Sortiert die Liste nach den Bezeichnungen der Einheiten."
TOOLTIP_UNITMAN_STATS_TAB_SORTBY_NAME_BUTTON		"Nach Bezeichnung"
STATUSBAR_UNITMAN_STATS_TAB_SORTBY_NUMBER_BUTTON	"Sortiert die Liste nach der Anzahl einer bestimmten Einheit."
TOOLTIP_UNITMAN_STATS_TAB_SORTBY_NUMBER_BUTTON		"Nach Anzahl"
STATUSBAR_UNITMAN_STATS_TAB_SORTBY_TYPE_BUTTON		"Sortiert die Liste nach Einheitentyp."
TOOLTIP_UNITMAN_STATS_TAB_SORTBY_TYPE_BUTTON		"Nach Typ"
STATUSBAR_UNITMAN_STATS_TAB_SORTBY_COST_BUTTON		"Sortiert die Liste nach Militärunterhalt."
TOOLTIP_UNITMAN_STATS_TAB_SORTBY_COST_BUTTON		"Nach Kosten"
STATUSBAR_UNITMAN_STATS_TAB_SORTBY_STATS_BUTTON		"Sortiert die Liste nach der Einheitenstatistik."
TOOLTIP_UNITMAN_STATS_TAB_SORTBY_STATS_BUTTON		"Nach Statistik"

#	Tactical Info Tab
STATUSBAR_UNITMAN_TACT_TAB_SORTBY_NAME_BUTTON		"Sortiert die Liste nach der Bezeichnung der Einheiten."
TOOLTIP_UNITMAN_TACT_TAB_SORTBY_NAME_BUTTON		"Nach Bezeichnung"
STATUSBAR_UNITMAN_TACT_TAB_SORTBY_ARMYNAME_BUTTON	"Sortiert die Liste nach der Truppenzuordnung."
TOOLTIP_UNITMAN_TACT_TAB_SORTBY_ARMYNAME_BUTTON		"Nach Truppe"
STATUSBAR_UNITMAN_TACT_TAB_SORTBY_ORDER_BUTTON		"Sortiert die Liste nach den aktuellen Befehlen der Einheiten."
TOOLTIP_UNITMAN_TACT_TAB_SORTBY_ORDER_BUTTON		"Nach akt. Befehl"
STATUSBAR_UNITMAN_TACT_TAB_SORTBY_LOC_BUTTON		"Sortiert die Liste nach dem Standort der Einheiten."
TOOLTIP_UNITMAN_TACT_TAB_SORTBY_LOC_BUTTON		"Nach Standort"
STATUSBAR_UNITMAN_TACT_TAB_SORTBY_HEALTH_BUTTON		"Sortiert die Liste nach dem Zustand der Einheiten."
TOOLTIP_UNITMAN_TACT_TAB_SORTBY_HEALTH_BUTTON		"Nach Zustand"

# Diplomacy Management Screen
#
#	Negotiations Table Window
STATUSBAR_DIPMAN_TABLE_SORTCIV_BUTTON		"Sortiert die Gesuche nach Nationen."
TOOLTIP_DIPMAN_TABLE_GOTO_RESPOND_BUTTON		"Nach Nation"
STATUSBAR_DIPMAN_TABLE_PROP_RECV_DISPLAY		"Die Gesuche, die Ihnen von anderen Nationen übersandt wurden."
TOOLTIP_DIPMAN_TABLE_GOTO_RESPOND_BUTTON		"Erhaltene Gesuche"
STATUSBAR_DIPMAN_TABLE_PROP_SENT_DISPLAY		"Ihr noch unbeantworteten Gesuche."
TOOLTIP_DIPMAN_TABLE_GOTO_RESPOND_BUTTON		"Gesendete Gesuche"
STATUSBAR_DIPMAN_TABLE_FACE_HOST_DISPLAY		"Diese Nation schlägt einen recht feindseligen Umgangston an!"
TOOLTIP_DIPMAN_TABLE_GOTO_RESPOND_BUTTON		"Feindlicher Umgangston"
STATUSBAR_DIPMAN_TABLE_FACE_MAGN_DISPLAY		"Das Gesuch dieser Nation klingt recht großmütig."
TOOLTIP_DIPMAN_TABLE_GOTO_RESPOND_BUTTON		"Großmütiger Umgangston"
STATUSBAR_DIPMAN_TABLE_FACE_OBSQ_DISPLAY		"Diese Nation schlägt einen recht unterwürfigen Ton an."
TOOLTIP_DIPMAN_TABLE_GOTO_RESPOND_BUTTON		"Unterwürfiger Umgangston"
STATUSBAR_DIPMAN_TABLE_FACE_HAUG_DISPLAY		"Das Gesuch dieser Nation wirkt relativ überheblich."
TOOLTIP_DIPMAN_TABLE_GOTO_RESPOND_BUTTON		"Überheblicher Umgangston"
STATUSBAR_DIPMAN_TABLE_FACE_FRND_DISPLAY		"Diese Nation gibt sich recht freundlich!"
TOOLTIP_DIPMAN_TABLE_GOTO_RESPOND_BUTTON		"Freundlicher Umgangston"
STATUSBAR_DIPMAN_TABLE_GOTO_RESPOND_BUTTON	"Akzeptieren/Ablehnen des Gesuchs, Verfassen eines Gegenvorschlags."
TOOLTIP_DIPMAN_TABLE_GOTO_RESPOND_BUTTON		"Antworten"
STATUSBAR_DIPMAN_TABLE_GOTO_INTEL_BUTTON		"Ermöglicht die Befragung Ihres Geheimdienstberaters."
TOOLTIP_DIPMAN_TABLE_GOTO_INTEL_BUTTON		"Geheimdienst"
STATUSBAR_DIPMAN_TABLE_GOTO_CREATE_BUTTON		"Ermöglicht das Verfassen eines neuen diplomatischen Gesuchs."
TOOLTIP_DIPMAN_TABLE_GOTO_CREATE_BUTTON		"Neues Gesuch erstellen"
STATUSBAR_DIPMAN_TABLE_CLOSE_BUTTON			"Schließt das Verhandlungsfenster und kehrt zum Spiel zurück."
TOOLTIP_DIPMAN_TABLE_CLOSE_BUTTON			"Verhandlungen schließen"
STATUSBAR_DIPMAN_TABLE_VIEWFULLTEXT_BUTTON	"Öffnet per Doppelklick den Textinhalt dieses Gesuchs."
TOOLTIP_DIPMAN_TABLE_VIEWFULLTEXT_BUTTON		"Ganzen Inhalt einsehen"

# Diplomacy Manager Embargo Button
TOOLTIP_DIPMAN_TABLE_EMBARGO_BUTTON		"Handelsembargo verhängen"
STATUSBAR_DIPMAN_TABLE_EMBARGO_BUTTON		"Unterbindet den Handel mit einer fremden Nation."

#	Respond To Proposal Window
STATUSBAR_DIPMAN_RESPOND_REJECT_BUTTON		"Bewirkt die Ablehnung des Gesuchs."
TOOLTIP_DIPMAN_RESPOND_REJECT_BUTTON		"Ablehnen"
STATUSBAR_DIPMAN_RESPOND_ACCEPT_BUTTON		"Bewirkt die Annahme des Gesuchs."
TOOLTIP_DIPMAN_RESPOND_ACCEPT_BUTTON		"Akzeptieren"
STATUSBAR_DIPMAN_RESPOND_COUNTER_BUTTON		"Bewirkt die Erstellung eines Gegenvorschlags als Antwort."
TOOLTIP_DIPMAN_RESPOND_COUNTER_BUTTON		"Alternative"

#	Counter-Proposal Window
STATUSBAR_DIPMAN_COUNTER_SELECTTONE_BUTTON	"Legt den Umgangston für dieses Gesuch fest."
TOOLTIP_DIPMAN_COUNTER_SELECTTONE_BUTTON		"Umgangston"
STATUSBAR_DIPMAN_COUNTER_TONE_OBSQ_BUTTON		"Dieser Umgangston eignet sich für Gesuche an überlegene Nationen."
TOOLTIP_DIPMAN_COUNTER_TONE_OBSQ_BUTTON		"Unterwürfiger Umgangston"
STATUSBAR_DIPMAN_COUNTER_TONE_FRND_BUTTON		"Dieser Umgangston eignet sich für Gesuche an befreundete Nationen."
TOOLTIP_DIPMAN_COUNTER_TONE_FRND_BUTTON		"Freundlicher Umgangston"
STATUSBAR_DIPMAN_COUNTER_TONE_HAUG_BUTTON		"Dieser Umgangston eignet sich für Gesuche an unterlegene Nationen."
TOOLTIP_DIPMAN_COUNTER_TONE_HAUG_BUTTON		"Überheblicher Umgangston"
STATUSBAR_DIPMAN_COUNTER_TONE_MAGN_BUTTON		"Dieser Umgangston eignet sich für Gesuche an freundliche Nationen."
TOOLTIP_DIPMAN_COUNTER_TONE_MAGN_BUTTON		"Großmütiger Umgangston"
STATUSBAR_DIPMAN_COUNTER_TONE_HOST_BUTTON		"Dieser Umgangston eignet sich für Gesuche an feindselige Nationen."
TOOLTIP_DIPMAN_COUNTER_TONE_HOST_BUTTON		"Feindseliger Umgangston"
STATUSBAR_DIPMAN_COUNTER_SELECTREQ_BUTTON		"Ermöglicht die Auswahl der Art des Anliegens für das Gesuch."
TOOLTIP_DIPMAN_COUNTER_SELECTREQ_BUTTON		"Anliegen wählen"
STATUSBAR_DIPMAN_COUNTER_ADDTREATY_BUTTON		"Ermöglicht das Angebot einer Bündnisvereinbarung."
TOOLTIP_DIPMAN_COUNTER_ADDTREATY_BUTTON		"Abkommen vorschlagen"
STATUSBAR_DIPMAN_COUNTER_ADDGIFT_BUTTON		"Ermöglicht das Beifügen eines Geschenks oder eines Goldbetrags."
TOOLTIP_DIPMAN_COUNTER_ADDGIFT_BUTTON		"Geschenk anbieten"
STATUSBAR_DIPMAN_COUNTER_TO_DISPLAY			"Ermöglicht die Adressierung an den Absender des Gesuchs."
TOOLTIP_DIPMAN_COUNTER_TO_DISPLAY			"Verfasser des Gesuchs"
STATUSBAR_DIPMAN_COUNTER_ORIGINATOR_DISPLAY	"Der Verfasser des Gesuchs."
TOOLTIP_DIPMAN_COUNTER_ORIGINATOR_DISPLAY		"Verfasser des Gesuchs"
STATUSBAR_DIPMAN_COUNTER_FLAG_DISPLAY		"Zeigt die Flagge der Absendernation."
TOOLTIP_DIPMAN_COUNTER_FLAG_DISPLAY			"Flagge"
STATUSBAR_DIPMAN_COUNTER_TONE_DISPLAY		"Der Umgangston für den Gegenvorschlag."
TOOLTIP_DIPMAN_COUNTER_TONE_DISPLAY			"Umgangston für Gegenvorschlag"
STATUSBAR_DIPMAN_COUNTER_CLEARFORM_BUTTON		"Löscht den Entwurf zwecks Neueingabe."
TOOLTIP_DIPMAN_COUNTER_CLEARFORM_BUTTON		"Entwurf löschen"
STATUSBAR_DIPMAN_COUNTER_SHOWHIST_BUTTON		"Der Korrespondenzverlauf."
TOOLTIP_DIPMAN_COUNTER_SHOWHIST_BUTTON		"Verlauf ein-/ausblenden"
STATUSBAR_DIPMAN_COUNTER_SENDCOUNTER_BUTTON	"Schickt den aktuellen Gegenvorschlag ab."
TOOLTIP_DIPMAN_COUNTER_SENDCOUNTER_BUTTON		"Senden"
STATUSBAR_DIPMAN_COUNTER_CANCEL_BUTTON		"Schließt das Verhandlungsfenster und kehrt zum Spiel zurück."
TOOLTIP_DIPMAN_COUNTER_CANCEL_BUTTON		"Diplomatiefenster schließen"

#	Withdraw Proposal Window
STATUSBAR_DIPMAN_WDPROP_CANCELWD_BUTTON		"Bewirkt, dass das Gesuch nicht zurückgezogen wird."
TOOLTIP_DIPMAN_WDPROP_CANCELWD_BUTTON		"Annullierung ignorieren"
STATUSBAR_DIPMAN_WDPROP_WITHDRAW_BUTTON		"Bewirkt die Entfernung des Gesuchs aus der Verhandlungsliste."
TOOLTIP_DIPMAN_WDPROP_WITHDRAW_BUTTON		"Gesuch zurückziehen"
STATUSBAR_DIPMAN_WDPROP_SHOWHIST_BUTTON		"Blendet den Verhandlungsverlauf ein bzw. aus."
TOOLTIP_DIPMAN_WDPROP_SHOWHIST_BUTTON		"Verlauf ein-/ausblenden"

#	Intelligence Window
STATUSBAR_DIPMAN_INTEL_HISTADV_TOGGLE_BUTTON	"Wechselt zwischen Ihrem dipl. Berater und dem Verhandlungsfenster."
TOOLTIP_DIPMAN_INTEL_HISTADV_TOGGLE_BUTTON	"Verlauf/Berater"
STATUSBAR_DIPMAN_INTEL_CLOSE_BUTTON		"Kehrt zum Spiel zurück." 
TOOLTIP_DIPMAN_INTEL_CLOSE_BUTTON		"Diplomatiefenster schießen"
STATUSBAR_DIPMAN_INTEL_CIVCOL_BUTTON		"Die Nationen, zu denen Sie diplomatische Beziehungen unterhalten."
TOOLTIP_DIPMAN_INTEL_CIVCOL_BUTTON		"Nation"
STATUSBAR_DIPMAN_INTEL_RELAMER_BUTTON		"Die Beraterempfehlung über die Beziehungen zu den Amerikanern."
TOOLTIP_DIPMAN_INTEL_RELAMER_BUTTON		"Die Amerikaner"
STATUSBAR_DIPMAN_INTEL_RELFRAN_BUTTON		"Die Beraterempfehlung über die Beziehungen zu den Franzosen."
TOOLTIP_DIPMAN_INTEL_RELFRAN_BUTTON		"Die Franzosen"
STATUSBAR_DIPMAN_INTEL_RELGERM_BUTTON		"Die Beraterempfehlung über die Beziehungen zu den Deutschen."
TOOLTIP_DIPMAN_INTEL_RELGERM_BUTTON		"Die Deutschen"
STATUSBAR_DIPMAN_INTEL_RELITAL_BUTTON		"Die Beraterempfehlung über die Beziehungen zu den Italienern."
TOOLTIP_DIPMAN_INTEL_RELITAL_BUTTON		"Die Italiener"
STATUSBAR_DIPMAN_INTEL_REGCOL_BUTTON		"Das Ansehen, das Sie bei den anderen Nationen genießen."
TOOLTIP_DIPMAN_INTEL_REGCOL_BUTTON		"Ansehen"
STATUSBAR_DIPMAN_INTEL_REG_LOW_BUTTON		"Bei dieser Nation haben Sie einen schlechten Ruf."
TOOLTIP_DIPMAN_INTEL_REG_LOW_BUTTON		"Schlechtes Ansehen"
STATUSBAR_DIPMAN_INTEL_REG_AVG_BUTTON		"Ihr Ansehen bei dieser Nation ist eher durchschnittlich."
TOOLTIP_DIPMAN_INTEL_REG_AVG_BUTTON		"Durchschnittl. Ansehen"
STATUSBAR_DIPMAN_INTEL_REG_HI_BUTTON		"Diese Nation hat eine hohe Meinung von Ihnen."
TOOLTIP_DIPMAN_INTEL_REG_HI_BUTTON		"Hohes Ansehen"
STATUSBAR_DIPMAN_INTEL_REG_GRT_BUTTON		"Ihr Ansehen bei dieser Nation könnte nicht besser sein!"
TOOLTIP_DIPMAN_INTEL_REG_GRT_BUTTON		"Sehr hohes Ansehen"
STATUSBAR_DIPMAN_INTEL_STRCOL_BUTTON		"Die relative Stärke der einzelnen Nationen."
TOOLTIP_DIPMAN_INTEL_STRCOL_BUTTON		"Stärke"
STATUSBAR_DIPMAN_INTEL_STR_VSTR_BUTTON		"Unsere Militärs bestätigen, dass diese Nation sehr stark ist."
TOOLTIP_DIPMAN_INTEL_STR_VSTR_BUTTON		"Sehr stark"
STATUSBAR_DIPMAN_INTEL_STR_STRN_BUTTON		"Den neuesten Berichten zufolge ist diese Nation recht stark."
TOOLTIP_DIPMAN_INTEL_STR_STRN_BUTTON		"Stark"
STATUSBAR_DIPMAN_INTEL_STR_AVG_BUTTON		"Unsere Militärs werten diese Nation als durchschnittlich stark."
TOOLTIP_DIPMAN_INTEL_STR_AVG_BUTTON		"Durchschnittlich"
STATUSBAR_DIPMAN_INTEL_STR_WEAK_BUTTON		"Diese Nation ist schwach."
TOOLTIP_DIPMAN_INTEL_STR_WEAK_BUTTON		"Schwach"
STATUSBAR_DIPMAN_INTEL_STR_VWEK_BUTTON		"Diese Nation ist ohne Zweifel sehr schwach."
TOOLTIP_DIPMAN_INTEL_STR_VWEK_BUTTON		"Sehr schwach"
STATUSBAR_DIPMAN_INTEL_EMBCOL_BUTTON		"Gibt an, ob Sie in der Nation bereits eine Botschaft unterhalten."
TOOLTIP_DIPMAN_INTEL_EMBCOL_BUTTON		"Botschaften in Nation"
STATUSBAR_DIPMAN_INTEL_EMB_NO_BUTTON		"Sie haben keine Botschaft in dieser Nation."
TOOLTIP_DIPMAN_INTEL_EMB_NO_BUTTON		"Keine Botschaft"
STATUSBAR_DIPMAN_INTEL_EMB_YES_BUTTON		"Sie haben eine Botschaft in dieser Nation."
TOOLTIP_DIPMAN_INTEL_EMB_YES_BUTTON		"Botschaft vorhanden"
STATUSBAR_DIPMAN_INTEL_TRTYCOL_BUTTON		"Gibt an, ob Sie ein Abkommen/ Bündnis mit einer Nation geschlossen haben."
TOOLTIP_DIPMAN_INTEL_TRTYCOL_BUTTON		"Bündnisse und Abkommen"
STATUSBAR_DIPMAN_INTEL_TRTY_WAR_BUTTON		"Wir befinden uns im Krieg mit dieser Nation!!"
TOOLTIP_DIPMAN_INTEL_TRTY_WAR_BUTTON		"Im Kriegszustand!"
STATUSBAR_DIPMAN_INTEL_TRTY_RBWP_BUTTON		"Es existiert ein Biowaffen-Abrüstungsabkommen mit dieser Nation."
TOOLTIP_DIPMAN_INTEL_TRTY_RBWP_BUTTON		"Biowaffen-Abrüstung in Kraft"
STATUSBAR_DIPMAN_INTEL_TRTY_RPOP_BUTTON		"Es existiert ein Umweltschutzabkommen mit dieser Nation."
TOOLTIP_DIPMAN_INTEL_TRTY_RPOP_BUTTON		"Umweltschutzabkommen in Kraft"
STATUSBAR_DIPMAN_INTEL_TRTY_CEASE_BUTTON	"Wir haben einen Waffenstillstand mit dieser Nation geschlossen."
TOOLTIP_DIPMAN_INTEL_TRTY_CEASE_BUTTON		"Waffenstillstand in Kraft"
STATUSBAR_DIPMAN_INTEL_TRTY_ALLY_BUTTON		"Wir haben eine Allianz mit dieser Nation geschlossen."
TOOLTIP_DIPMAN_INTEL_TRTY_ALLY_BUTTON		"Allianz in Kraft"
STATUSBAR_DIPMAN_INTEL_GOTO_TABLE_BUTTON	"Kehrt zum Verhandlungsfenster zurück."
TOOLTIP_DIPMAN_INTEL_GOTO_TABLE_BUTTON		"Zum Verhandlungsfenster"

#	Create Proposal Window
STATUSBAR_DIPMAN_CREATE_SHOWADV_BUTTON		"Ermöglicht die Befragung Ihres diplomatischen Beraters."
TOOLTIP_DIPMAN_CREATE_SHOWADV_BUTTON		"Ratschlag ein-/ausblenden"
STATUSBAR_DIPMAN_CREATE_GOTO_TABLE_BUTTON	"Kehrt zu den Verhandlungen zurück."
TOOLTIP_DIPMAN_CREATE_GOTO_TABLE_BUTTON		"Zum Verhandlungsfenster"
STATUSBAR_DIPMAN_CREATE_CLEARFORM_BUTTON	"Löscht den Entwurf."
TOOLTIP_DIPMAN_CREATE_CLEARFORM_BUTTON		"Entwurf löschen"
STATUSBAR_DIPMAN_CREATE_EXIT_DIP_BUTTON		"Kehrt zum Spiel zurück."
TOOLTIP_DIPMAN_CREATE_EXIT_DIP_BUTTON		"Diplomatiefenster schließen"
STATUSBAR_DIPMAN_CREATE_SELECTCIV_BUTTON	"Ermöglicht die Auswahl der Empfängernation für das Gesuch."
TTOLTIP_DIPMAN_CREATE_SELECTCIV_BUTTON		"Empfänger wählen"
STATUSBAR_DIPMAN_CREATE_SELECTTONE_BUTTON	"Ermöglicht die Auswahl des Umgangstons für dieses Gesuch."
TOOLTIP_DIPMAN_CREATE_SELECTTONE_BUTTON		"Umgangston wählen"
STATUSBAR_DIPMAN_CREATE_SHOWREQ_BUTTON		"Die möglichen Anfragen/Forderungen."
TOOLTIP_DIPMAN_CREATE_SHOWREQ_BUTTON		"Forderungen anzeigen"
STATUSBAR_DIPMAN_CREATE_SHOWTRTY_BUTTON		"Die möglichen Abkommens-/Bündnisarten."
TOOLTIP_DIPMAN_CREATE_SHOWTRTY_BUTTON		"Abkommen anzeigen"
STATUSBAR_DIPMAN_CREATE_SHOWGIFT_BUTTON		"Die möglichen Schenkungsarten."	
TOOLTIP_DIPMAN_CREATE_SHOWGIFT_BUTTON		"Geschenke anzeigen"
STATUSBAR_DIPMAN_CREATE_CHOOSEREQ_DISPLAY	"Ermöglicht die Auswahl einer zu stellenden Anfrage/Forderung."
TOOLTIP_DIPMAN_CREATE_CHOOSEREQ_DISPLAY		"Forderung auswählen"
STATUSBAR_DIPMAN_CREATE_EXCHANGE_DISPLAY	"Ermöglicht das Umschalten zwischen dem 1. und 2. Abschnitt des Gesuchs."
TOOLTIP_DIPMAN_CREATE_EXCHANGE_DISPLAY		"Zusatz hinzufügen"
STATUSBAR_DIPMAN_CREATE_PROP_EMPTY_DISPLAY	"Ermöglicht die Auswahl einer Anfrage/Forderung aus der Liste."
TOOLTIP_DIPMAN_CREATE_PROP_EMPTY_DISPLAY	"Gesuch auswählen"
STATUSBAR_DIPMAN_CREATE_PROP_FULL_DISPLAY	"Durch Anklicken von 'Senden' wird die Nachricht abgeschickt."
TOOLTIP_DIPMAN_CREATE_PROP_FULL_DISPLAY		"Inhalt des Gesuchs"
STATUSBAR_DIPMAN_CREATE_ADD_RECIPIENT_DISPLAY	"Ermöglicht die Auswahl der Empfängernation."
TOOLTIP_DIPMAN_CREATE_ADD_RECIPIENT_DISPLAY	"Empfänger wählen"
STATUSBAR_DIPMAN_CREATE_RECIPIENT_DESC_DISPLAY	"Sie haben {player[0].leader_name} vom Volk {player[0].civ_name_plural#ARTICLE_GEN} gewählt."
TOOLTIP_DIPMAN_CREATE_RECIPIENT_DESC_DISPLAY	"Empfängername"
STATUSBAR_DIPMAN_CREATE_AND_BOX_DISPLAY		"Der zweite Teil Ihres Gesuchs."
TOOLTIP_DIPMAN_CREATE_AND_BOX_DISPLAY		"Zweiter Teil"
STATUSBAR_DIPMAN_CREATE_SENDPROP_BUTTON		"Versendet Ihr diplomatisches Gesuch."
TOOLTIP_DIPMAN_CREATE_SENDPROP_BUTTON		"Senden"

