#----------------------------------------------------------------------------
#
# Project      : Call To Power 2
# File type    : String text file
# Description  : Civ specific strings, e.g civ names, civ leaders,
#                city names (German)
# Id           : $Id:$
#
#----------------------------------------------------------------------------
#
# Disclaimer
#
# THIS FILE IS NOT GENERATED OR SUPPORTED BY ACTIVISION.
#
# This material has been developed at apolyton.net by the Apolyton CtP2 
# Source Code Project. Contact the authors at ctp2source@apolyton.net.
#
#----------------------------------------------------------------------------
#
# Remarks
#
# - This file contains all the civilisation related strings like civilisation
#   names, city names, emissary photos and diplomacy flags.
#   It contains nothing else.
# - The order of the strings has been synchronized in the English, French, 
#   German, Italian and Spanish version. This has not been done for the 
#   Japanese version, since that file is missing from the CTP2 source 
#   code project.
# - If you add new strings make sure that you add them at the same location
#   in every language version you have.
# - For easy comparison between the languages make sure that the number
#   of lines in each language file version is the same and that also the
#   comments are at the same place.
# - Keep also the indentation the same.
# - You may add comments after the last line of strings that are specific to 
#   one language only.
#
#----------------------------------------------------------------------------
#
# Modifications from the original Activision code:
#
# - Moved back diplomacy photo strings from add_str.txt.
# - Added a bunch of new civs.
#
#----------------------------------------------------------------------------

#### Empire/Civilisation Names ####


##### kjm 021699 - added - this goes into the investigate diplomacy screen
PERSONALITY_DESCRIPTION_BARBARIAN	"Barbarisch"
PERSIAN_CITY_33 "Darabgird"
PERSIAN_CITY_34 "Gur"
PERSIAN_CITY_35 "Bishapur"
PERSIAN_CITY_36 "Bukht-Ardashir"
PERSIAN_CITY_37 "Arrajan"
PERSIAN_CITY_38 "Ram Hormizd"
PERSIAN_CITY_39 "Ivani Karkh"
PERSIAN_CITY_40 "Shapur"
PERSIAN_CITY_41 "Zaranj"
PERSIAN_CITY_42 "Sostra"
PERSIAN_CITY_43 "Beth Lapath"
PERSIAN_CITY_44 "Nahr Tire"
PERSIAN_CITY_45 "Varkana"
PERSIAN_CITY_46 "Zranka"
PERSIAN_CITY_47 "Gardez"
PERSIAN_CITY_48 "Nisa"
PERSIAN_CITY_49 "Drangiana"
PERSIAN_CITY_50 "Margiana"


TURKISH "Türken"

TURKISH_LEADERM_NAME "Osman I."
TURKISH_LEADERF_NAME "Theophanu"
TURKISH_COUNTRY_NAME "Türkei"
TURKISH_SINGULAR "Türken"
TURKISH_PLURAL "Türken"

TURKISH_CITY_1 "Ankara"
TURKISH_CITY_2 "Istanbul"
TURKISH_CITY_3 "Bursa"
TURKISH_CITY_4 "Konya"
TURKISH_CITY_5 "Adana"
TURKISH_CITY_6 "Gaziantep"
TURKISH_CITY_7 "Diyarbakir"
TURKISH_CITY_8 "Izmir"
TURKISH_CITY_9 "Kayseri"
TURKISH_CITY_10 "Malatya"
TURKISH_CITY_11 "Marsin"
TURKISH_CITY_12 "Antalya"
TURKISH_CITY_13 "Zonguldak"
TURKISH_CITY_14 "Denizli"
TURKISH_CITY_15 "Oidu"
TURKISH_CITY_16 "Mugla"
TURKISH_CITY_17 "Eskisehir"
TURKISH_CITY_18 "Inebolu"
TURKISH_CITY_19 "Sinop"
TURKISH_CITY_20 "Adana"
TURKISH_CITY_21 "Tarsus"
TURKISH_CITY_22 "Artuin"
TURKISH_CITY_23 "Bodrum"
TURKISH_CITY_24 "Eregli"
TURKISH_CITY_25 "Silifke"
TURKISH_CITY_26 "Sivas"
TURKISH_CITY_27 "Amasya"
TURKISH_CITY_28 "Marmaris"
TURKISH_CITY_29 "Kastamonu"
TURKISH_CITY_30 "Afyon"
TURKISH_CITY_31 "Burdur"
TURKISH_CITY_32 "Dinar"
TURKISH_CITY_33 "Mut"
TURKISH_CITY_34 "Karaman"
TURKISH_CITY_35 "Aksehir"
TURKISH_CITY_36 "Kirikkale"
TURKISH_CITY_37 "Bafra"
TURKISH_CITY_38 "Usak"
TURKISH_CITY_39 "Simav"
TURKISH_CITY_40 "Tavas"
TURKISH_CITY_41 "Iskilip"
TURKISH_CITY_42 "Corum"
TURKISH_CITY_43 "Tokat"
TURKISH_CITY_44 "Siran"
TURKISH_CITY_45 "Goksun"
TURKISH_CITY_46 "Bahce"
TURKISH_CITY_47 "Manavgat"
TURKISH_CITY_48 "Ermenek"
TURKISH_CITY_49 "Serik"
TURKISH_CITY_50 "Cay"


PHOENICIAN "Phönizier"

PHOENICIAN_LEADERM_NAME "Hiram"
PHOENICIAN_LEADERF_NAME "Athaliah"
PHOENICIAN_COUNTRY_NAME "Phönizien"
PHOENICIAN_SINGULAR "Phönizier"
PHOENICIAN_PLURAL "Phönizier"

PHOENICIAN_CITY_1 "Baalbek"
PHOENICIAN_CITY_2 "Berytus"
PHOENICIAN_CITY_3 "Byblos"
PHOENICIAN_CITY_4 "Joppa"
PHOENICIAN_CITY_5 "Karthago"
PHOENICIAN_CITY_6 "Sidon"
PHOENICIAN_CITY_7 "Tyros"
PHOENICIAN_CITY_8 "Zareptha"
PHOENICIAN_CITY_9 "Sexi"
PHOENICIAN_CITY_10 "Utica"
PHOENICIAN_CITY_11 "Hadrumetum"
PHOENICIAN_CITY_12 "Tipasa"
PHOENICIAN_CITY_13 "Siga"
PHOENICIAN_CITY_14 "Nora"
PHOENICIAN_CITY_15 "Sulcis"
PHOENICIAN_CITY_16 "Tharros"
PHOENICIAN_CITY_17 "Almunecar"
PHOENICIAN_CITY_18 "Abdera"
PHOENICIAN_CITY_19 "Baria"
PHOENICIAN_CITY_20 "Carmona"
PHOENICIAN_CITY_21 "Malaca"
PHOENICIAN_CITY_22 "Gadir"
PHOENICIAN_CITY_23 "Arvad"
PHOENICIAN_CITY_24 "Eivissa"
PHOENICIAN_CITY_25 "Samal"
PHOENICIAN_CITY_26 "Karatepe"
PHOENICIAN_CITY_27 "Motya"
PHOENICIAN_CITY_28 "Joppa"
PHOENICIAN_CITY_29 "Rachgoun"
PHOENICIAN_CITY_30 "Gades"
PHOENICIAN_CITY_31 "Citium"
PHOENICIAN_CITY_32 "Mainaca"
PHOENICIAN_CITY_33 "Mago"
PHOENICIAN_CITY_34 "Thenae"
PHOENICIAN_CITY_35 "Oea"
PHOENICIAN_CITY_36 "Leptis"
PHOENICIAN_CITY_37 "Sabrata"
PHOENICIAN_CITY_38 "Panormus"
PHOENICIAN_CITY_39 "Thapsus"
PHOENICIAN_CITY_40 "Lilybaecum"
PHOENICIAN_CITY_41 "Carthago Nova"
PHOENICIAN_CITY_42 "Lixus"
PHOENICIAN_CITY_43 "Caralis"
PHOENICIAN_CITY_44 "Rusaddir"
PHOENICIAN_CITY_45 "Cirta"
PHOENICIAN_CITY_46 "Cartenna"
PHOENICIAN_CITY_47 "Saldae"
PHOENICIAN_CITY_48 "Gigthis"
PHOENICIAN_CITY_49 "Aziris"
PHOENICIAN_CITY_50 "Igilgili"


WELSH "Waliser"

WELSH_LEADERM_NAME "Owain Glyndwr"
WELSH_LEADERF_NAME "Rhiannon"
WELSH_COUNTRY_NAME "Wales"
WELSH_SINGULAR "Waliser"
WELSH_PLURAL "Waliser"

WELSH_CITY_1 "Cardiff"
WELSH_CITY_2 "Swansea"
WELSH_CITY_3 "Pentraeth"
WELSH_CITY_4 "Brecon"
WELSH_CITY_5 "Caerphilly"
WELSH_CITY_6 "Pontypridd"
WELSH_CITY_7 "Narberth"
WELSH_CITY_8 "Llandow"
WELSH_CITY_9 "Cwmbran"
WELSH_CITY_10 "Pembroke"
WELSH_CITY_11 "Cardigan"
WELSH_CITY_12 "Llandarcy"
WELSH_CITY_13 "Builth Wells"
WELSH_CITY_14 "Beddgelert"
WELSH_CITY_15 "Abertillery"
WELSH_CITY_16 "Porth"
WELSH_CITY_17 "Lampeter"
WELSH_CITY_18 "Welshpool"
WELSH_CITY_19 "Llangollen"
WELSH_CITY_20 "Ebbw Vale"
WELSH_CITY_21 "Chepstow"
WELSH_CITY_22 "Llandybie"
WELSH_CITY_23 "Denbigh"
WELSH_CITY_24 "Pembrey"
WELSH_CITY_25 "Tresaith"
WELSH_CITY_26 "Taffs Well"
WELSH_CITY_27 "Penarth"
WELSH_CITY_28 "Caernarfon"
WELSH_CITY_29 "Llandudno"
WELSH_CITY_30 "Gwaelod"


CUBAN "Kubaner"

CUBAN_LEADERM_NAME "José Martí"
CUBAN_LEADERF_NAME "Vilma Espin"
CUBAN_COUNTRY_NAME "Kuba"
CUBAN_SINGULAR "Kubaner"
CUBAN_PLURAL "Kubaner"

CUBAN_CITY_1 "Havanna"
CUBAN_CITY_2 "Cardenas"
CUBAN_CITY_3 "Cabanas"
CUBAN_CITY_4 "Matanzas"
CUBAN_CITY_5 "Pinar del Rio"
CUBAN_CITY_6 "Guantanamo"
CUBAN_CITY_7 "Moa"
CUBAN_CITY_8 "Nuevitas"
CUBAN_CITY_9 "Esmeralda"
CUBAN_CITY_10 "La Isabela"
CUBAN_CITY_11 "Gibara"
CUBAN_CITY_12 "Los Arroyos"
CUBAN_CITY_13 "San Cristobal"
CUBAN_CITY_14 "Santa Clara"
CUBAN_CITY_15 "Ciego de Avila"
CUBAN_CITY_16 "Bayamo"
CUBAN_CITY_17 "La Esperanza"
CUBAN_CITY_18 "Tunas de Zaza"
CUBAN_CITY_19 "Niquero"
CUBAN_CITY_20 "Holguin"
CUBAN_CITY_21 "Nueva Gerona"
CUBAN_CITY_22 "Antilla"
CUBAN_CITY_23 "Baracoa"
CUBAN_CITY_24 "Cienfuegos"
CUBAN_CITY_25 "Artemisa"
CUBAN_CITY_26 "Guane"
CUBAN_CITY_27 "Santiago"
CUBAN_CITY_28 "Marti"
CUBAN_CITY_29 "Colon"
CUBAN_CITY_30 "Moron"


ZULU "Zulu"

ZULU_LEADERM_NAME "Shaka"
ZULU_LEADERF_NAME "Shakala"
ZULU_COUNTRY_NAME "Zululand"
ZULU_SINGULAR "Zulu"
ZULU_PLURAL "Zulus"

ZULU_CITY_1 "Ulundi"
ZULU_CITY_2 "Natal"
ZULU_CITY_3 "Isandlwana"
ZULU_CITY_4 "Swazi"
ZULU_CITY_5 "Pedi"
ZULU_CITY_6 "Thembu"
ZULU_CITY_7 "Sotho"
ZULU_CITY_8 "Taung"
ZULU_CITY_9 "Xhosa"
ZULU_CITY_10 "Tlokwa"
ZULU_CITY_11 "Tswana"
ZULU_CITY_12 "Kwena"
ZULU_CITY_13 "Ngwaketse"
ZULU_CITY_14 "Kora"
ZULU_CITY_15 "Nongoma"
ZULU_CITY_16 "Hluhluwe"
ZULU_CITY_17 "Mtubatuba"
ZULU_CITY_18 "Empangeni"
ZULU_CITY_19 "Ingwauuma"
ZULU_CITY_20 "Melmoth"
ZULU_CITY_21 "Mkuke"
ZULU_CITY_22 "Jozini"
ZULU_CITY_23 "Usut"
ZULU_CITY_24 "Maputo"
ZULU_CITY_25 "Mpondo"
ZULU_CITY_26 "Ngome"
ZULU_CITY_27 "Umtata"
ZULU_CITY_28 "Tugela"
ZULU_CITY_29 "Ibabanago"
ZULU_CITY_30 "Isipezi"
ZULU_CITY_31 "Zunguin"
ZULU_CITY_32 "Amatikulu"
ZULU_CITY_33 "Gollel"
ZULU_CITY_34 "Zimbabwe"
ZULU_CITY_35 "Bapedi"
ZULU_CITY_36 "Hlobane"
ZULU_CITY_37 "Intombe"
ZULU_CITY_38 "Umfolozi"
ZULU_CITY_39 "Makalolo"
ZULU_CITY_40 "Matabele"
ZULU_CITY_41 "Herero"
ZULU_CITY_42 "Ndebele"
ZULU_CITY_43 "Khoisan"
ZULU_CITY_44 "Griquas"
ZULU_CITY_45 "Moshesh"
ZULU_CITY_46 "Basuto"
ZULU_CITY_47 "Kolobeng"
ZULU_CITY_48 "Tembu"
ZULU_CITY_49 "Shona"
ZULU_CITY_50 "Bamangwato"


HEBREW "Hebräer"

HEBREW_LEADERM_NAME "David"
HEBREW_LEADERF_NAME "Golda Meir"
HEBREW_COUNTRY_NAME "Israel"
HEBREW_SINGULAR "Hebräer"
HEBREW_PLURAL "Hebräer"

HEBREW_CITY_1 "Jerusalem"
HEBREW_CITY_2 "Hebron"
HEBREW_CITY_3 "Jericho"
HEBREW_CITY_4 "Tel Aviv"
HEBREW_CITY_5 "Jaffa"
HEBREW_CITY_6 "Ashdod"
HEBREW_CITY_7 "Nazareth"
HEBREW_CITY_8 "Bethlehem"
HEBREW_CITY_9 "Tiberien"
HEBREW_CITY_10 "Haifa"
HEBREW_CITY_11 "Gaza"
HEBREW_CITY_12 "Beer-Sheva"
HEBREW_CITY_13 "Netanya"
HEBREW_CITY_14 "Bnei Brak"
HEBREW_CITY_15 "Tyros"
HEBREW_CITY_16 "Ashkelon"
HEBREW_CITY_17 "Ramat-Gan"
HEBREW_CITY_18 "Kidron"
HEBREW_CITY_19 "Ra'anana"
HEBREW_CITY_20 "Kfar-Saba"
HEBREW_CITY_21 "Rishon-Lezion"
HEBREW_CITY_22 "Dan"
HEBREW_CITY_23 "Rehovot"
HEBREW_CITY_24 "Ramallah"
HEBREW_CITY_25 "Yavne"
HEBREW_CITY_26 "Zoar"
HEBREW_CITY_27 "Edrei"
HEBREW_CITY_28 "Eilat"
HEBREW_CITY_29 "Galilee"
HEBREW_CITY_30 "Holon"
HEBREW_CITY_31 "Jabaliya"
HEBREW_CITY_32 "Tulkarm"
HEBREW_CITY_33 "Janin"
HEBREW_CITY_34 "Afula"
HEBREW_CITY_35 "Hadera"
HEBREW_CITY_36 "Tirat Karmel"
HEBREW_CITY_37 "Dothan"
HEBREW_CITY_38 "Shiloh"
HEBREW_CITY_39 "Megiddo"
HEBREW_CITY_40 "Ramla"
HEBREW_CITY_41 "Lod"
HEBREW_CITY_42 "Khalasa"
HEBREW_CITY_43 "Eglon"
HEBREW_CITY_44 "Mareshah"
HEBREW_CITY_45 "Raqiq"
HEBREW_CITY_46 "Debir"
HEBREW_CITY_47 "Eboda"
HEBREW_CITY_48 "Oron"
HEBREW_CITY_49 "En-gedi"
HEBREW_CITY_50 "Migdal"


ASSYRIAN "Assyrer"

ASSYRIAN_LEADERM_NAME "Tiglath-pileser III"
ASSYRIAN_LEADERF_NAME "Sammu-ramat"
ASSYRIAN_COUNTRY_NAME "Assyrien"
ASSYRIAN_SINGULAR "Assyrer"
ASSYRIAN_PLURAL "Assyrer"

ASSYRIAN_CITY_1 "Ninive"
ASSYRIAN_CITY_2 "Ur"
ASSYRIAN_CITY_3 "Assur"
ASSYRIAN_CITY_4 "Nippur"
ASSYRIAN_CITY_5 "Uruk"
ASSYRIAN_CITY_6 "Kakzu"
ASSYRIAN_CITY_7 "Gasur"
ASSYRIAN_CITY_8 "Arrapha"
ASSYRIAN_CITY_9 "Calah"
ASSYRIAN_CITY_10 "Barsippa"
ASSYRIAN_CITY_11 "Nimit Ishtar"
ASSYRIAN_CITY_12 "Sippar"
ASSYRIAN_CITY_13 "Ninua"
ASSYRIAN_CITY_14 "Shibaniba"
ASSYRIAN_CITY_15 "Dur Sharrukin"
ASSYRIAN_CITY_16 "Balata"
ASSYRIAN_CITY_17 "Tarbisu"
ASSYRIAN_CITY_18 "Simmurrum"
ASSYRIAN_CITY_19 "Asari"
ASSYRIAN_CITY_20 "Imbur-Bel"
ASSYRIAN_CITY_21 "Tell Rimah"
ASSYRIAN_CITY_22 "Arballu"
ASSYRIAN_CITY_23 "Kar-Tukulti"
ASSYRIAN_CITY_24 "Nimurta"
ASSYRIAN_CITY_25 "Hatra"
ASSYRIAN_CITY_26 "Rania"
ASSYRIAN_CITY_27 "Jerwan"
ASSYRIAN_CITY_28 "Marad"
ASSYRIAN_CITY_29 "Kutha"
ASSYRIAN_CITY_30 "Neribtum"
ASSYRIAN_CITY_31 "Dur-Kurigalzu"
ASSYRIAN_CITY_32 "Tadmor"
ASSYRIAN_CITY_33 "Lachish"
ASSYRIAN_CITY_34 "Kalhu"
ASSYRIAN_CITY_35 "Der"
ASSYRIAN_CITY_36 "Karkheh"
ASSYRIAN_CITY_37 "Mari"
ASSYRIAN_CITY_38 "Taima"
ASSYRIAN_CITY_39 "Harran"
ASSYRIAN_CITY_40 "Carchemish"
ASSYRIAN_CITY_41 "Arvad"
ASSYRIAN_CITY_42 "Ugarit"
ASSYRIAN_CITY_43 "Riblah"
ASSYRIAN_CITY_44 "Tushpa"
ASSYRIAN_CITY_45 "Qarqar"
ASSYRIAN_CITY_46 "Dan"
ASSYRIAN_CITY_47 "Hazor"
ASSYRIAN_CITY_48 "Rabbah"
ASSYRIAN_CITY_49 "Ezion-geber"
ASSYRIAN_CITY_50 "Aram"


INDIAN "Inder"

INDIAN_LEADERM_NAME "Mohandas Gandhi"
INDIAN_LEADERF_NAME "Indira Gandhi"
INDIAN_COUNTRY_NAME "Indien"
INDIAN_SINGULAR "Inder"
INDIAN_PLURAL "Inder"

INDIAN_CITY_1 "Delhi"
INDIAN_CITY_2 "Bombay"
INDIAN_CITY_3 "Bangalore"
INDIAN_CITY_4 "Kalkutta"
INDIAN_CITY_5 "Darjeeling"
INDIAN_CITY_6 "Guntur"
INDIAN_CITY_7 "Srinagar"
INDIAN_CITY_8 "Manali"
INDIAN_CITY_9 "Panchkula"
INDIAN_CITY_10 "Tiruppur"
INDIAN_CITY_11 "Nagpur"
INDIAN_CITY_12 "Almora"
INDIAN_CITY_13 "Kootanad"
INDIAN_CITY_14 "Bhubaneswar"
INDIAN_CITY_15 "Jaipur"
INDIAN_CITY_16 "Surat"
INDIAN_CITY_17 "Madurai"
INDIAN_CITY_18 "Jalandhar"
INDIAN_CITY_19 "Rajkot"
INDIAN_CITY_20 "Moradabad"
INDIAN_CITY_21 "Bharuch"
INDIAN_CITY_22 "Udupi"
INDIAN_CITY_23 "Ghaziabad"
INDIAN_CITY_24 "Jodhpur"
INDIAN_CITY_25 "Amritsar"
INDIAN_CITY_26 "Nashik"
INDIAN_CITY_27 "Ahmedabad"
INDIAN_CITY_28 "Pilani"
INDIAN_CITY_29 "Kanpur"
INDIAN_CITY_30 "Vellore"
INDIAN_CITY_31 "Asansol"
INDIAN_CITY_32 "Varanasi"
INDIAN_CITY_33 "Patna"
INDIAN_CITY_34 "Gwalior"
INDIAN_CITY_35 "Bhopal"
INDIAN_CITY_36 "Hyderabad"
INDIAN_CITY_37 "Madras"
INDIAN_CITY_38 "Calicut"
INDIAN_CITY_39 "Cuttack"
INDIAN_CITY_40 "Ujjain"
INDIAN_CITY_41 "Somnath"
INDIAN_CITY_42 "Taxila"
INDIAN_CITY_43 "Peshawar"
INDIAN_CITY_44 "Lahore"
INDIAN_CITY_45 "Imphal"
INDIAN_CITY_46 "Ajmer"
INDIAN_CITY_47 "Pune"
INDIAN_CITY_48 "Goa"
INDIAN_CITY_49 "Bihar"
INDIAN_CITY_50 "Lucknow"


THAI "Thai"

THAI_LEADERM_NAME "Yot Fa"
THAI_LEADERF_NAME "Son Klin"
THAI_COUNTRY_NAME "Thailand"
THAI_SINGULAR "Thai"
THAI_PLURAL "Thai"

THAI_CITY_1 "Bangkok"
THAI_CITY_2 "Chiang Mai"
THAI_CITY_3 "Hat Yai"
THAI_CITY_4 "Lampang"
THAI_CITY_5 "Muang Boran"
THAI_CITY_6 "Ayutthaya"
THAI_CITY_7 "Chonburi"
THAI_CITY_8 "Rayong"
THAI_CITY_9 "Ubon Ratchathani"
THAI_CITY_10 "Korat"
THAI_CITY_11 "Hua Hin"
THAI_CITY_12 "Chiang Rai"
THAI_CITY_13 "Nonthaburi"
THAI_CITY_14 "Pathumthani"
THAI_CITY_15 "Khon Kaen"
THAI_CITY_16 "Pattaya"
THAI_CITY_17 "Samutprakarn"
THAI_CITY_18 "Nakhon Ratchasima"
THAI_CITY_19 "Mae Hong Son"
THAI_CITY_20 "Chanthaburi"
THAI_CITY_21 "Nakhon Pathom"
THAI_CITY_22 "Tak"
THAI_CITY_23 "Koh Phangan"
THAI_CITY_24 "Koh Phi Phi"
THAI_CITY_25 "Koh Samui"
THAI_CITY_26 "Koh Tao"
THAI_CITY_27 "Stick"
THAI_CITY_28 "Siam"
THAI_CITY_29 "Phuket"
THAI_CITY_30 "Klongkum"
THAI_CITY_31 "Koh Samui"
THAI_CITY_32 "Surin"
THAI_CITY_33 "Buriram"
THAI_CITY_34 "Chumphon"
THAI_CITY_35 "Surat Thani"
THAI_CITY_36 "Ranong"
THAI_CITY_37 "Pak Phraek"
THAI_CITY_38 "T Song"
THAI_CITY_39 "Hat Yai"
THAI_CITY_40 "Songkhla"
THAI_CITY_41 "Sungai Kolok"
THAI_CITY_42 "Saraburi"
THAI_CITY_43 "Taphan Hin"
THAI_CITY_44 "Suphan Buri"
THAI_CITY_45 "Cha-am"
THAI_CITY_46 "Sisaket"
THAI_CITY_47 "Trang"
THAI_CITY_48 "Chaiyaphum"
THAI_CITY_49 "Trat"
THAI_CITY_50 "Kalasin"


POLYNESIAN "Polynesier"

POLYNESIAN_LEADERM_NAME "Kamehameha"
POLYNESIAN_LEADERF_NAME "Liliuokalani"
POLYNESIAN_COUNTRY_NAME "Polynesien"
POLYNESIAN_SINGULAR "Polynesier"
POLYNESIAN_PLURAL "Polynesier"

POLYNESIAN_CITY_1 "Haraiki"
POLYNESIAN_CITY_2 "Tikei"
POLYNESIAN_CITY_3 "Pukapuka"
POLYNESIAN_CITY_4 "Manihi"
POLYNESIAN_CITY_5 "Hiva"
POLYNESIAN_CITY_6 "Fata Huka"
POLYNESIAN_CITY_7 "Ua Pou"
POLYNESIAN_CITY_8 "Tonga"
POLYNESIAN_CITY_9 "Ahe"
POLYNESIAN_CITY_10 "Niau"
POLYNESIAN_CITY_11 "Akiaki"
POLYNESIAN_CITY_12 "Tatakoko"
POLYNESIAN_CITY_13 "Hatutu"
POLYNESIAN_CITY_14 "Aratika"
POLYNESIAN_CITY_15 "Hao"
POLYNESIAN_CITY_16 "Tahuata"
POLYNESIAN_CITY_17 "Mataiva"
POLYNESIAN_CITY_18 "Reao"
POLYNESIAN_CITY_19 "Tematagi"
POLYNESIAN_CITY_20 "Marutea"
POLYNESIAN_CITY_21 "Taenga"
POLYNESIAN_CITY_22 "Nuka Hiua"
POLYNESIAN_CITY_23 "Motane"
POLYNESIAN_CITY_24 "Hereheretua"
POLYNESIAN_CITY_25 "Tokelau"
POLYNESIAN_CITY_26 "Hikueru"
POLYNESIAN_CITY_27 "Rekareka"
POLYNESIAN_CITY_28 "Tureia"
POLYNESIAN_CITY_29 "Fangataufa"
POLYNESIAN_CITY_30 "Manuhangi"
POLYNESIAN_CITY_31 "Utirik"
POLYNESIAN_CITY_32 "Majuro"
POLYNESIAN_CITY_33 "Ngulu"
POLYNESIAN_CITY_34 "Napuka"
POLYNESIAN_CITY_35 "Eiao"
POLYNESIAN_CITY_36 "Babelthuap"
POLYNESIAN_CITY_37 "Hiva Oa"
POLYNESIAN_CITY_38 "Mauke"
POLYNESIAN_CITY_39 "Tubuai"
POLYNESIAN_CITY_40 "Rapa Nui"
POLYNESIAN_CITY_41 "Apia"
POLYNESIAN_CITY_42 "Uvea"
POLYNESIAN_CITY_43 "Atafu"
POLYNESIAN_CITY_44 "Manua"
POLYNESIAN_CITY_45 "Niue"
POLYNESIAN_CITY_46 "Bora Bora"
POLYNESIAN_CITY_47 "Pukapuka"
POLYNESIAN_CITY_48 "Vava'u"
POLYNESIAN_CITY_49 "Ata"
POLYNESIAN_CITY_50 "Vatoa"


INDONESIAN "Indonesier"

INDONESIAN_LEADERM_NAME "Airlangga"
INDONESIAN_LEADERF_NAME "Indoiana"
INDONESIAN_COUNTRY_NAME "Indonesien"
INDONESIAN_SINGULAR "Indonesier"
INDONESIAN_PLURAL "Indonesier"

INDONESIAN_CITY_1 "Jakarta"
INDONESIAN_CITY_2 "Malang"
INDONESIAN_CITY_3 "Bali"
INDONESIAN_CITY_4 "Sumatra"
INDONESIAN_CITY_5 "Yogyakarta"
INDONESIAN_CITY_6 "Java"
INDONESIAN_CITY_7 "Denpasar"
INDONESIAN_CITY_8 "Kuta"
INDONESIAN_CITY_9 "Semarang"
INDONESIAN_CITY_10 "Kendari"
INDONESIAN_CITY_11 "Medan"
INDONESIAN_CITY_12 "Bandung"
INDONESIAN_CITY_13 "Surabaya"
INDONESIAN_CITY_14 "Tangerang"
INDONESIAN_CITY_15 "Batam"
INDONESIAN_CITY_16 "Kudus"
INDONESIAN_CITY_17 "Manado"
INDONESIAN_CITY_18 "Solo"
INDONESIAN_CITY_19 "Cirebon"
INDONESIAN_CITY_20 "Banda Aceh"
INDONESIAN_CITY_21 "Pontianak"
INDONESIAN_CITY_22 "Jepara"
INDONESIAN_CITY_23 "Bogor"
INDONESIAN_CITY_24 "Salatiga"
INDONESIAN_CITY_25 "Banyuwangi"
INDONESIAN_CITY_26 "Palembang"
INDONESIAN_CITY_27 "Surakarta"
INDONESIAN_CITY_28 "Pangandaran"
INDONESIAN_CITY_29 "Ujungpandang"
INDONESIAN_CITY_30 "Lombok"
INDONESIAN_CITY_31 "Probolinggo"
INDONESIAN_CITY_32 "Sumenep"
INDONESIAN_CITY_33 "Pamekasan"
INDONESIAN_CITY_34 "Madiun"
INDONESIAN_CITY_35 "Depok"
INDONESIAN_CITY_36 "Bukittinggi"
INDONESIAN_CITY_37 "Bengkulu"
INDONESIAN_CITY_38 "Tual"
INDONESIAN_CITY_39 "Ternate"
INDONESIAN_CITY_40 "Tidore"
INDONESIAN_CITY_41 "Biak"
INDONESIAN_CITY_42 "Fak Fak"
INDONESIAN_CITY_43 "Gorontalo"
INDONESIAN_CITY_44 "Kupang"
INDONESIAN_CITY_45 "Miri"
INDONESIAN_CITY_46 "Marudi"
INDONESIAN_CITY_47 "Uma Bawang"
INDONESIAN_CITY_48 "Palu"
INDONESIAN_CITY_49 "Mataram"
INDONESIAN_CITY_50 "Tarakan"


POLAND "Polen"

POLAND_LEADERM_NAME "Lech Walesa"
POLAND_LEADERF_NAME "Königin Jadwiga"
POLAND_COUNTRY_NAME "Polen"
POLAND_SINGULAR "Polen"
POLAND_PLURAL "Polen"

POLAND_CITY_1 "Warsawa"
POLAND_CITY_2 "Krakow"
POLAND_CITY_3 "Gniezno"
POLAND_CITY_4 "Gdansk"
POLAND_CITY_5 "Katowice"
POLAND_CITY_6 "Wroclaw"
POLAND_CITY_7 "Czestochowa"
POLAND_CITY_8 "Gdynia"
POLAND_CITY_9 "Szczecin"
POLAND_CITY_10 "Poznan"
POLAND_CITY_11 "Lodz"
POLAND_CITY_12 "Bydgoszcz"
POLAND_CITY_13 "Radom"
POLAND_CITY_14 "Lublin"
POLAND_CITY_15 "Bialystok"
POLAND_CITY_16 "Ustka"
POLAND_CITY_17 "Kolobrzeg"
POLAND_CITY_18 "Torun"
POLAND_CITY_19 "Zakopane"
POLAND_CITY_20 "Olsztyn"
POLAND_CITY_21 "Opole"
POLAND_CITY_22 "Kutno"
POLAND_CITY_23 "Slubice"
POLAND_CITY_24 "Wadowice"
POLAND_CITY_25 "Walbrzych"
POLAND_CITY_26 "Sycewice"
POLAND_CITY_27 "Bielsko-Biala"
POLAND_CITY_28 "Wolin"
POLAND_CITY_29 "Malbork"
POLAND_CITY_30 "Rzeszow"

INCAN "Inka"

INCAN_LEADERM_NAME "Viracocha"
INCAN_LEADERF_NAME "Manachocha"
INCAN_COUNTRY_NAME "Inkareich"
INCAN_SINGULAR "Inka"
INCAN_PLURAL "Inka"

INCAN_CITY_1 "Cuzco"
INCAN_CITY_2 "Machu Picchu"
INCAN_CITY_3 "Pucara"
INCAN_CITY_4 "Chimbote"
INCAN_CITY_5 "Cupisnique"
INCAN_CITY_6 "Paracas"
INCAN_CITY_7 "Huari"
INCAN_CITY_8 "Pachacamac"
INCAN_CITY_9 "Paramonga"
INCAN_CITY_10 "Supe"
INCAN_CITY_11 "Ancon"
INCAN_CITY_12 "Cajamarquilla"
INCAN_CITY_13 "Ocucaje"
INCAN_CITY_14 "Cahauchi"
