# Control Panel
STATUSBAR_CITYMAN_NATL_SUMM_SORTPOLL_BUTTON	"Clicca qui per ordinare l'elenco in base al livello di inquinamento."
TOOLTIP_CITYMAN_NATL_SUMM_SORTPOLL_BUTTON	"Ordina per inquinamento"
STATUSBAR_CITYMAN_NATL_SUMM_SORTCRIME_BUTTON	"Clicca qui per ordinare l'elenco in base al tasso di criminalità."
TOOLTIP_CITYMAN_NATL_SUMM_SORTCRIME_BUTTON	"Ordina per tasso di criminalità"
STATUSBAR_CITYMAN_NATL_SUMM_EXIT_BUTTON       	"Clicca qui per chiudere la Gestione nazionale."
TOOLTIP_CITYMAN_NATL_SUMM_EXIT_BUTTON       	"Chiude"
STATUSBAR_CITYMAN_NATL_SUMM_SORTMAYOR_BUTTON	"Clicca qui per ordinare le città in base alla presenza del sindaco."
TOOLTIP_CITYMAN_NATL_SUMM_SORTMAYOR_BUTTON	"Ordina per sindaco"
STATUSBAR_CITYMAN_NATL_SUMM_SORTPRIOR_BUTTON	"Clicca qui per ordinare le città in base alla priorità del sindaco."
TOOLTIP_CITYMAN_NATL_SUMM_SORTPRIOR_BUTTON	"Ordina per priorità"

#	National Summary Advice Window
STATUSBAR_CITYMAN_NATL_ADV_ADVREC_DISPLAY		"È ciò che il tuo consigliere nazionale ti raccomanda di fare."
TOOLTIP_CITYMAN_NATL_ADV_ADVREC_DISPLAY		"Suggerimento del consigliere"
STATUSBAR_CITYMAN_NATL_ADV_TOTALCITIES_DISPLAY	"Questo è il numero totale di città nella tua nazione."
TOOLTIP_CITYMAN_NATL_ADV_TOTALCITIES_DISPLAY	"Totale città"
STATUSBAR_CITYMAN_NATL_ADV_TOTALGOLD_DISPLAY	"Questa è la quantità totale di monete d'oro nella tua tesoreria"
TOOLTIP_CITYMAN_NATL_ADV_TOTALGOLD_DISPLAY	"Oro in tesoreria"
STATUSBAR_CITYMAN_NATL_ADV_ADDQUEUE_BUTTON	"Clicca qui per creare e salvare una coda di produzione."
TOOLTIP_CITYMAN_NATL_ADV_ADDQUEUE_BUTTON		"Crea una coda di produzione"
STATUSBAR_CITYMAN_NATL_ADV_LOADQ_BUTTON		"Clicca qui per caricare una coda di produzione."
TOOLTIP_CITYMAN_NATL_ADV_LOADQ_BUTTON		"Carica una coda di produzione"

#	Load Queue Window
STATUSBAR_CITYMAN_LOADQ_AVAILQ_BUTTON		"Queste sono le code di produzione disponibili."
TOOLTIP_CITYMAN_LOADQ_AVAILQ_BUTTON			"Code salvate"
STATUSBAR_CITYMAN_LOADQ_QLIST_DISPLAY		"Clicca due volte su un oggetto per eliminarlo dalla coda."
TOOLTIP_CITYMAN_LOADQ_QLIST_DISPLAY			"Coda attuale"
STATUSBAR_CITYMAN_LOADQ_CANCEL_BUTTON		"Clicca qui per annullare il caricamento della coda di produzione."
TOOLTIP_CITYMAN_LOADQ_CANCEL_BUTTON			"Annulla il caricamento"
STATUSBAR_CITYMAN_LOADQ_LOAD_BUTTON			"Clicca qui per caricare la coda selezionata."
TOOLTIP_CITYMAN_LOADQ_LOAD_BUTTON			"Carica la coda"

# Unit Management Screen
#
#	Military Advice Window
STATUSBAR_UNITMAN_MILADV_ADVREC_DISPLAY		"È ciò che il tuo consigliere militare ti raccomanda di fare."
TOOLTIP_UNITMAN_MILADV_ADVREC_DISPLAY		"Consiglio"
STATUSBAR_UNITMAN_MILADV_AERIAL_BUTTON		"Questo è il numero totale di unità aeree a tua disposizione. Clicca per vedere quale percentuale delle tue forze rappresentano le unità aeree."
TOOLTIP_UNITMAN_MILADV_AERIAL_BUTTON		"Unità aeree"
STATUSBAR_UNITMAN_MILADV_DEFENSE_BUTTON     "Questo è il numero totale di unità difensive a tua disposizione. Clicca per vedere quale percentuale delle tue forze rappresentano le unità difensive."
TOOLTIP_UNITMAN_MILADV_DEFENSE_BUTTON		"Unità difensive"
STATUSBAR_UNITMAN_MILADV_FLANKING_BUTTON		"Questo è il numero totale di unità da accerchiamento a tua disposizione. Clicca per vedere quale percentuale delle tue forze rappresentano le unità da accerchiamento."
TOOLTIP_UNITMAN_MILADV_FLANKING_BUTTON		"Unità da accerchiamento"
STATUSBAR_UNITMAN_MILADV_NAVAL_BUTTON		"Questo è il numero totale di unità navali a tua disposizione. Clicca per vedere quale percentuale delle tue forze rappresentano le unità navali."
TOOLTIP_UNITMAN_MILADV_NAVAL_BUTTON			"Unità navali"
STATUSBAR_UNITMAN_MILADV_OFFENSE_BUTTON		"Questo è il numero totale di unità offensive a tua disposizione. Clicca per vedere quale percentuale delle tue forze rappresentano le unità offensive."
TOOLTIP_UNITMAN_MILADV_OFFENSE_BUTTON		"Unità offensive"
STATUSBAR_UNITMAN_MILADV_RANGED_BUTTON		"Questo è il numero totale di unità da attacco a distanza a tua disposizione. Clicca per vedere quale percentuale delle tue forze rappresentano le unità da attacco a distanza."
TOOLTIP_UNITMAN_MILADV_RANGED_BUTTON		"Unità da attacco a distanza"
STATUSBAR_UNITMAN_MILADV_SPECIAL_BUTTON		"Questo è il numero totale di unità speciali a tua disposizione. Clicca per vedere quale percentuale delle tue forze rappresentano le unità speciali."
TOOLTIP_UNITMAN_MILADV_SPECIAL_BUTTON		"Unità speciali"
STATUSBAR_UNITMAN_MILADV_MILUPKEEP_BUTTON		"Questo è l'ammontare totale delle spese necessarie a mantenere operative le tue forze militari."
TOOLTIP_UNITMAN_MILADV_MILUPKEEP_BUTTON		"Spese militari"

#	Main Unit Mgmt. Window
STATUSBAR_UNITMAN_MAIN_STATE_PEACE_BUTTON       "Clicca qui per impostare lo stato militare di pace."
TOOLTIP_UNITMAN_MAIN_STATE_PEACE_BUTTON		"Pace"
STATUSBAR_UNITMAN_MAIN_STATE_ALERT_BUTTON       "Clicca qui per impostare lo stato militare di allerta."
TOOLTIP_UNITMAN_MAIN_STATE_ALERT_BUTTON		"Allerta"
STATUSBAR_UNITMAN_MAIN_STATE_WAR_BUTTON     "Clicca qui per impostare lo stato militare di guerra."
TOOLTIP_UNITMAN_MAIN_STATE_WAR_BUTTON		"Guerra"
STATUSBAR_UNITMAN_MAIN_STATE_DISPLAY		"Questo è il tuo attuale stato militare."
TOOLTIP_UNITMAN_MAIN_STATE_DISPLAY			"Attuale stato militare"
STATUSBAR_UNITMAN_MAIN_TOTAL_UNITS_DISPLAY	"Questo è il numero totale di unità che hai."
TOOLTIP_UNITMAN_MAIN_TOTAL_UNITS_DISPLAY		"Totale unità"
STATUSBAR_UNITMAN_MAIN_SHOWADV_BUTTON		"Clicca qui per mostrare o nascondere la finestra dei consigli."
TOOLTIP_UNITMAN_MAIN_SHOWADV_BUTTON			"Mostra/nasconde i consigli"
STATUSBAR_UNITMAN_MAIN_DISBAND_BUTTON		"Clicca qui per congedare l'unità selezionata."
TOOLTIP_UNITMAN_MAIN_DISBAND_BUTTON			"Congeda l'unità"
STATUSBAR_UNITMAN_MAIN_CLOSE_BUTTON			"Clicca qui per lasciare la Gestione unità e tornare al tuo impero."
TOOLTIP_UNITMAN_MAIN_CLOSE_BUTTON			"Esce"

#	Units Tab
STATUSBAR_UNITMAN_STATS_TAB_SORTBY_NAME_BUTTON		"Clicca qui ordinare le unità in base al nome."
TOOLTIP_UNITMAN_STATS_TAB_SORTBY_NAME_BUTTON		"Ordina per nome"
STATUSBAR_UNITMAN_STATS_TAB_SORTBY_NUMBER_BUTTON	"Clicca qui ordinare le unità in base al numero."
TOOLTIP_UNITMAN_STATS_TAB_SORTBY_NUMBER_BUTTON		"Ordina per numero"
STATUSBAR_UNITMAN_STATS_TAB_SORTBY_TYPE_BUTTON		"Clicca qui ordinare le unità in base al tipo."
TOOLTIP_UNITMAN_STATS_TAB_SORTBY_TYPE_BUTTON		"Ordina per tipo"
STATUSBAR_UNITMAN_STATS_TAB_SORTBY_COST_BUTTON		"Clicca qui ordinare le unità in base al costo."
TOOLTIP_UNITMAN_STATS_TAB_SORTBY_COST_BUTTON		"Ordina per costo"
STATUSBAR_UNITMAN_STATS_TAB_SORTBY_STATS_BUTTON		"Clicca qui ordinare le unità in base alle loro statistiche."
TOOLTIP_UNITMAN_STATS_TAB_SORTBY_STATS_BUTTON		"Ordina per statistiche"

#	Tactical Info Tab
STATUSBAR_UNITMAN_TACT_TAB_SORTBY_NAME_BUTTON		"Clicca qui per ordinare in base al nome delle unità."
TOOLTIP_UNITMAN_TACT_TAB_SORTBY_NAME_BUTTON		"Ordina per nome"
STATUSBAR_UNITMAN_TACT_TAB_SORTBY_ARMYNAME_BUTTON	"Clicca qui per ordinare in base all'armata."
TOOLTIP_UNITMAN_TACT_TAB_SORTBY_ARMYNAME_BUTTON		"Ordina per armata"
STATUSBAR_UNITMAN_TACT_TAB_SORTBY_ORDER_BUTTON		"Clicca qui per ordinare in base all'incarico attualmente assegnato all'unità."
TOOLTIP_UNITMAN_TACT_TAB_SORTBY_ORDER_BUTTON		"Ordina per incarico"
STATUSBAR_UNITMAN_TACT_TAB_SORTBY_LOC_BUTTON		"Clicca qui per ordinare in base alla locazione dell'unità."
TOOLTIP_UNITMAN_TACT_TAB_SORTBY_LOC_BUTTON		"Ordina per locazione"
STATUSBAR_UNITMAN_TACT_TAB_SORTBY_HEALTH_BUTTON		"Clicca qui per ordinare in base al livello di integrità."
TOOLTIP_UNITMAN_TACT_TAB_SORTBY_HEALTH_BUTTON		"Ordina per integrità"

# Diplomacy Management Screen
#
#	Negotiations Table Window
STATUSBAR_DIPMAN_TABLE_SORTCIV_BUTTON		"Clicca qui per ordinare le proposte in base alla civiltà che le ha inviate."
TOOLTIP_DIPMAN_TABLE_GOTO_RESPOND_BUTTON		"Ordina per civiltà"
STATUSBAR_DIPMAN_TABLE_PROP_RECV_DISPLAY		"Queste sono le proposte inviate a te dalle altre civiltà."
TOOLTIP_DIPMAN_TABLE_GOTO_RESPOND_BUTTON		"Proposte ricevute"
STATUSBAR_DIPMAN_TABLE_PROP_SENT_DISPLAY		"Queste sono le proposte da te inviate, in attesa di una risposta."
TOOLTIP_DIPMAN_TABLE_GOTO_RESPOND_BUTTON		"Proposte inviate"
STATUSBAR_DIPMAN_TABLE_FACE_HOST_DISPLAY		"{player[1].civ_name_plural#ARTICLE_CAP} hanno annunciato questa proposta in tono decisamente ostile!"
TOOLTIP_DIPMAN_TABLE_GOTO_RESPOND_BUTTON		"Tono ostile"
STATUSBAR_DIPMAN_TABLE_FACE_MAGN_DISPLAY		"{player[1].civ_name_plural#ARTICLE_CAP} hanno inviato questa proposta con atteggiamento piuttosto magnanimo."
TOOLTIP_DIPMAN_TABLE_GOTO_RESPOND_BUTTON		"Tono magnanimo"
STATUSBAR_DIPMAN_TABLE_FACE_OBSQ_DISPLAY		"{player[1].civ_name_plural#ARTICLE_CAP} sono stati piuttosto ossequiosi nella presentazione di questa proposta."
TOOLTIP_DIPMAN_TABLE_GOTO_RESPOND_BUTTON		"Tono ossequioso"
STATUSBAR_DIPMAN_TABLE_FACE_HAUG_DISPLAY		"{player[1].civ_name_plural#ARTICLE_CAP} avevano un atteggiamento molto arrogante quando hanno fatto questa proposta."
TOOLTIP_DIPMAN_TABLE_GOTO_RESPOND_BUTTON		"Tono arrogante"
STATUSBAR_DIPMAN_TABLE_FACE_FRND_DISPLAY		"{player[1].civ_name_plural#ARTICLE_CAP} si sono mostrati piuttosto amichevoli quando ci hanno inviato questa proposta!"
TOOLTIP_DIPMAN_TABLE_GOTO_RESPOND_BUTTON		"Tono amichevole"
STATUSBAR_DIPMAN_TABLE_GOTO_RESPOND_BUTTON	"Clicca qui per accettare, rifiutare o formulare una controfferta."
TOOLTIP_DIPMAN_TABLE_GOTO_RESPOND_BUTTON		"Risponde"
STATUSBAR_DIPMAN_TABLE_GOTO_INTEL_BUTTON		"Consulta il tuo consigliere informativo."
TOOLTIP_DIPMAN_TABLE_GOTO_INTEL_BUTTON		"Passa alla Gestione informazioni"
STATUSBAR_DIPMAN_TABLE_GOTO_CREATE_BUTTON		"Clicca qui per formulare una nuova proposta diplomatica."
TOOLTIP_DIPMAN_TABLE_GOTO_CREATE_BUTTON		"Formula una nuova proposta"
STATUSBAR_DIPMAN_TABLE_CLOSE_BUTTON			"Clicca qui per tornare alla tua civiltà."
TOOLTIP_DIPMAN_TABLE_CLOSE_BUTTON			"Lascia i negoziati"
STATUSBAR_DIPMAN_TABLE_VIEWFULLTEXT_BUTTON	"Clicca qui due volte per rivedere il testo completo di questa proposta."
TOOLTIP_DIPMAN_TABLE_VIEWFULLTEXT_BUTTON		"Rivede l'intera proposta"

#	Respond To Proposal Window
STATUSBAR_DIPMAN_RESPOND_REJECT_BUTTON		"Rifiuta questa proposta"
TOOLTIP_DIPMAN_RESPOND_REJECT_BUTTON		"Rifiuta"
STATUSBAR_DIPMAN_RESPOND_ACCEPT_BUTTON		"Accetta questa proposta"
TOOLTIP_DIPMAN_RESPOND_ACCEPT_BUTTON		"Accetta"
STATUSBAR_DIPMAN_RESPOND_COUNTER_BUTTON		"Formula una controfferta per rispondere a questa proposta."
TOOLTIP_DIPMAN_RESPOND_COUNTER_BUTTON		"Controfferta"

#	Counter-Proposal Window
STATUSBAR_DIPMAN_COUNTER_SELECTTONE_BUTTON	"Scegli il tono di voce adatto a questa proposta."
TOOLTIP_DIPMAN_COUNTER_SELECTTONE_BUTTON		"Scegli il tono"
STATUSBAR_DIPMAN_COUNTER_TONE_OBSQ_BUTTON		"Questo tono è adatto a proposte destinate a nazioni più forti della tua."
TOOLTIP_DIPMAN_COUNTER_TONE_OBSQ_BUTTON		"Tono ossequioso"
STATUSBAR_DIPMAN_COUNTER_TONE_FRND_BUTTON		"Questo tono è adatto a proposte destinate a nazioni amiche."
TOOLTIP_DIPMAN_COUNTER_TONE_FRND_BUTTON		"Tono amichevole"
STATUSBAR_DIPMAN_COUNTER_TONE_HAUG_BUTTON		"Questo tono è adatto a proposte destinate a nazioni più deboli della tua."
TOOLTIP_DIPMAN_COUNTER_TONE_HAUG_BUTTON		"Tono arrogante"
STATUSBAR_DIPMAN_COUNTER_TONE_MAGN_BUTTON		"Questo tono è adatto per rivolgersi a nazioni amiche."
TOOLTIP_DIPMAN_COUNTER_TONE_MAGN_BUTTON		"Tono magnanimo"
STATUSBAR_DIPMAN_COUNTER_TONE_HOST_BUTTON		"Questo tono è adatto a proposte destinate a nazioni ostili."
TOOLTIP_DIPMAN_COUNTER_TONE_HOST_BUTTON		"Tono ostile"
STATUSBAR_DIPMAN_COUNTER_SELECTREQ_BUTTON		"Scegli il tipo di richiesta per questa proposta."
TOOLTIP_DIPMAN_COUNTER_SELECTREQ_BUTTON		"Sceglie il tipo di richiesta"
STATUSBAR_DIPMAN_COUNTER_ADDTREATY_BUTTON		"Proponi un trattato fra le vostre nazioni."
TOOLTIP_DIPMAN_COUNTER_ADDTREATY_BUTTON		"Propone un trattato"
STATUSBAR_DIPMAN_COUNTER_ADDGIFT_BUTTON		"Accompagna la proposta con un regalo, oro o cibo."
TOOLTIP_DIPMAN_COUNTER_ADDGIFT_BUTTON		"Offre un dono"
STATUSBAR_DIPMAN_COUNTER_TO_DISPLAY			"Puoi rispondere soltanto a chi ha inviato questa proposta."
TOOLTIP_DIPMAN_COUNTER_TO_DISPLAY			"Ha inviato la proposta"
STATUSBAR_DIPMAN_COUNTER_ORIGINATOR_DISPLAY	"La civiltà che ha inviato questa proposta."
TOOLTIP_DIPMAN_COUNTER_ORIGINATOR_DISPLAY		"Ha inviato la proposta"
STATUSBAR_DIPMAN_COUNTER_FLAG_DISPLAY		"Questo è il colore della civiltà che in origine ha inviato questa proposta."
TOOLTIP_DIPMAN_COUNTER_FLAG_DISPLAY			"La sua bandiera"
STATUSBAR_DIPMAN_COUNTER_TONE_DISPLAY		"Questo è il tono che hai scelto per la controfferta."
TOOLTIP_DIPMAN_COUNTER_TONE_DISPLAY			"Tono per la controfferta"
STATUSBAR_DIPMAN_COUNTER_CLEARFORM_BUTTON		"Clicca qui per svuotare i campi e ricominciare da capo."
TOOLTIP_DIPMAN_COUNTER_CLEARFORM_BUTTON		"Svuota i campi"
STATUSBAR_DIPMAN_COUNTER_SHOWHIST_BUTTON		"Clicca qui per mostrare la storia delle proposte."
TOOLTIP_DIPMAN_COUNTER_SHOWHIST_BUTTON		"Mostra/nasconde la storia"
STATUSBAR_DIPMAN_COUNTER_SENDCOUNTER_BUTTON	"Clicca qui per inviare questa controfferta."
TOOLTIP_DIPMAN_COUNTER_SENDCOUNTER_BUTTON		"Invia la controfferta"
STATUSBAR_DIPMAN_COUNTER_CANCEL_BUTTON		"Clicca qui per lasciare i negoziati e tornare alla tua civiltà."
TOOLTIP_DIPMAN_COUNTER_CANCEL_BUTTON		"Lascia i negoziati"

#	Withdraw Proposal Window
STATUSBAR_DIPMAN_WDPROP_CANCELWD_BUTTON		"Non ritirare questa proposta."
TOOLTIP_DIPMAN_WDPROP_CANCELWD_BUTTON		"Annulla il ritiro"
STATUSBAR_DIPMAN_WDPROP_WITHDRAW_BUTTON		"Ritira questa proposta dal tavolo dei negoziati."
TOOLTIP_DIPMAN_WDPROP_WITHDRAW_BUTTON		"Ritira la proposta"
STATUSBAR_DIPMAN_WDPROP_SHOWHIST_BUTTON		"Clicca qui per mostrare o nascondere la storia dei tuoi negoziati."
TOOLTIP_DIPMAN_WDPROP_SHOWHIST_BUTTON		"Mostra/nasconde la storia"

#	Intelligence Window
STATUSBAR_DIPMAN_INTEL_HISTADV_TOGGLE_BUTTON	"Clicca qui per scegliere fra il consigliere diplomatico e la storia delle proposte."
TOOLTIP_DIPMAN_INTEL_HISTADV_TOGGLE_BUTTON	"Sceglie storia/consigliere"
STATUSBAR_DIPMAN_INTEL_CLOSE_BUTTON		"Clicca qui per tornare alla tua civiltà." 
TOOLTIP_DIPMAN_INTEL_CLOSE_BUTTON		"Lascia i negoziati"
STATUSBAR_DIPMAN_INTEL_CIVCOL_BUTTON		"Queste sono le civiltà con le quali hai aperto rapporti diplomatici."
TOOLTIP_DIPMAN_INTEL_CIVCOL_BUTTON		"Nome della civiltà"
STATUSBAR_DIPMAN_INTEL_RELAMER_BUTTON		"Clicca qui per ascoltare il tuo consigliere riguardo ai rapporti con gli Americani."
TOOLTIP_DIPMAN_INTEL_RELAMER_BUTTON		"Gli Americani"
STATUSBAR_DIPMAN_INTEL_RELFRAN_BUTTON		"Clicca qui per ascoltare il tuo consigliere riguardo ai rapporti con i Francesi."
TOOLTIP_DIPMAN_INTEL_RELFRAN_BUTTON		"I Francesi"
STATUSBAR_DIPMAN_INTEL_RELGERM_BUTTON		"Clicca qui per ascoltare il tuo consigliere riguardo ai rapporti con i Tedeschi."
TOOLTIP_DIPMAN_INTEL_RELGERM_BUTTON		"I Tedeschi"
STATUSBAR_DIPMAN_INTEL_RELITAL_BUTTON		"Clicca qui per ascoltare il tuo consigliere riguardo ai rapporti con gli Italiani."
TOOLTIP_DIPMAN_INTEL_RELITAL_BUTTON		"Gli Italiani"
STATUSBAR_DIPMAN_INTEL_REGCOL_BUTTON		"Qui viene indicato l'atteggiamento di ciascuna civiltà nei tuoi confronti."
TOOLTIP_DIPMAN_INTEL_REGCOL_BUTTON		"Atteggiamento della civiltà"
STATUSBAR_DIPMAN_INTEL_REG_LOW_BUTTON		"I tuoi rapporti con {player[1].civ_name_plural#ARTICLE} sono scadenti."
TOOLTIP_DIPMAN_INTEL_REG_LOW_BUTTON		"Rapporti scadenti"
STATUSBAR_DIPMAN_INTEL_REG_AVG_BUTTON		"I tuoi rapporti con {player[1].civ_name_plural#ARTICLE} sono normali."
TOOLTIP_DIPMAN_INTEL_REG_AVG_BUTTON		"Rapporti normali"
STATUSBAR_DIPMAN_INTEL_REG_HI_BUTTON		"I tuoi rapporti con {player[1].civ_name_plural#ARTICLE} sono buoni."
TOOLTIP_DIPMAN_INTEL_REG_HI_BUTTON		"Rapporti buoni"
STATUSBAR_DIPMAN_INTEL_REG_GRT_BUTTON		"I tuoi rapporti con {player[1].civ_name_plural#ARTICLE} sono ottimi!"
TOOLTIP_DIPMAN_INTEL_REG_GRT_BUTTON		"Rapporti ottimi"
STATUSBAR_DIPMAN_INTEL_STRCOL_BUTTON		"Qui viene indicata la forza relativa di ciascuna civiltà."
TOOLTIP_DIPMAN_INTEL_STRCOL_BUTTON		"Forza militare"
STATUSBAR_DIPMAN_INTEL_STR_VSTR_BUTTON		"I nostri rapporti militari confermano che {player[1].civ_name_plural#ARTICLE} sono molto forti."
TOOLTIP_DIPMAN_INTEL_STR_VSTR_BUTTON		"Nazione molto forte"
STATUSBAR_DIPMAN_INTEL_STR_STRN_BUTTON		"Secondo gli ultimi rapporti dal campo, {player[1].civ_name_plural#ARTICLE} sono forti."
TOOLTIP_DIPMAN_INTEL_STR_STRN_BUTTON		"Nazione forte"
STATUSBAR_DIPMAN_INTEL_STR_AVG_BUTTON		"Le nostre informazioni militari indicano che {player[1].civ_name_plural#ARTICLE} sono mediamente forti."
TOOLTIP_DIPMAN_INTEL_STR_AVG_BUTTON		"Nazione media"
STATUSBAR_DIPMAN_INTEL_STR_WEAK_BUTTON		"{player[1].civ_name_plural#ARTICLE_CAP} sono deboli."
TOOLTIP_DIPMAN_INTEL_STR_WEAK_BUTTON		"Nazione debole"
STATUSBAR_DIPMAN_INTEL_STR_VWEK_BUTTON		"{player[1].civ_name_plural#ARTICLE_CAP} sono senza dubbio molto deboli."
TOOLTIP_DIPMAN_INTEL_STR_VWEK_BUTTON		"Nazione molto debole"
STATUSBAR_DIPMAN_INTEL_EMBCOL_BUTTON		"Questa voce indica se hai o non hai fondato un'ambasciata presso ciascuna civiltà."
TOOLTIP_DIPMAN_INTEL_EMBCOL_BUTTON		"Ambasciata presso la civiltà"
STATUSBAR_DIPMAN_INTEL_EMB_NO_BUTTON		"Non hai fondato nessuna ambasciata presso {player[1].civ_name_plural#ARTICLE}."
TOOLTIP_DIPMAN_INTEL_EMB_NO_BUTTON		"Nessun'ambasciata"
STATUSBAR_DIPMAN_INTEL_EMB_YES_BUTTON		"Hai fondato un'ambasciata 
presso {player[1].civ_name_plural#ARTICLE}."
TOOLTIP_DIPMAN_INTEL_EMB_YES_BUTTON		"Ambasciata presente"
STATUSBAR_DIPMAN_INTEL_TRTYCOL_BUTTON		"Qui appaiono i trattati, i patti o le alleanze che hai stretto con ciascuna civiltà."
TOOLTIP_DIPMAN_INTEL_TRTYCOL_BUTTON		"Trattati, alleanze e patti"
STATUSBAR_DIPMAN_INTEL_TRTY_WAR_BUTTON		"Siamo in guerra con {player[1].civ_name_plural#ARTICLE}!"
TOOLTIP_DIPMAN_INTEL_TRTY_WAR_BUTTON		"In guerra!"
STATUSBAR_DIPMAN_INTEL_TRTY_RBWP_BUTTON		"Abbiamo stretto un patto con {player[1].civ_name_plural#ARTICLE} per ridurre le armi biologiche."
TOOLTIP_DIPMAN_INTEL_TRTY_RBWP_BUTTON		"Patto di riduzione delle armi biologiche"
STATUSBAR_DIPMAN_INTEL_TRTY_RPOP_BUTTON		"Abbiamo deciso di stringere con {player[1].civ_name_plural#ARTICLE} un patto anti-inquinamento."
TOOLTIP_DIPMAN_INTEL_TRTY_RPOP_BUTTON		"Patto anti-inquinamento"
STATUSBAR_DIPMAN_INTEL_TRTY_CEASE_BUTTON	"Abbiamo firmato un trattato di non aggressione con {player[1].civ_name_plural#ARTICLE}."
TOOLTIP_DIPMAN_INTEL_TRTY_CEASE_BUTTON		"Trattato di non aggressione"
STATUSBAR_DIPMAN_INTEL_TRTY_ALLY_BUTTON		"Abbiamo stretto un'alleanza con {player[1].civ_name_plural#ARTICLE}."
TOOLTIP_DIPMAN_INTEL_TRTY_ALLY_BUTTON		"Alleanza in vigore"
STATUSBAR_DIPMAN_INTEL_GOTO_TABLE_BUTTON	"Clicca qui per tornare al tavolo dei negoziati."
TOOLTIP_DIPMAN_INTEL_GOTO_TABLE_BUTTON		"Ritorna ai negoziati"

#	Create Proposal Window
STATUSBAR_DIPMAN_CREATE_SHOWADV_BUTTON		"Clicca qui per vedere i suggerimenti del tuo consigliere diplomatico."
TOOLTIP_DIPMAN_CREATE_SHOWADV_BUTTON		"Mostra/nasconde i consigli"
STATUSBAR_DIPMAN_CREATE_GOTO_TABLE_BUTTON	"Clicca qui per tornare ai negoziati."
TOOLTIP_DIPMAN_CREATE_GOTO_TABLE_BUTTON		"Ritorna ai negoziati"
STATUSBAR_DIPMAN_CREATE_CLEARFORM_BUTTON	"Clicca qui svuotare i campi."
TOOLTIP_DIPMAN_CREATE_CLEARFORM_BUTTON		"Svuota i campi"
STATUSBAR_DIPMAN_CREATE_EXIT_DIP_BUTTON		"Clicca qui per tornare al tuo impero."
TOOLTIP_DIPMAN_CREATE_EXIT_DIP_BUTTON		"Lascia i negoziati"
STATUSBAR_DIPMAN_CREATE_SELECTCIV_BUTTON	"Scegli la civiltà a cui verrà inviata questa proposta."
TTOLTIP_DIPMAN_CREATE_SELECTCIV_BUTTON		"Sceglie il destinatario"
STATUSBAR_DIPMAN_CREATE_SELECTTONE_BUTTON	"Scegli il tono di voce che vuoi usare per questa proposta."
TOOLTIP_DIPMAN_CREATE_SELECTTONE_BUTTON		"Sceglie il tono"
STATUSBAR_DIPMAN_CREATE_SHOWREQ_BUTTON		"Clicca qui per visualizzare i possibili tipi di richiesta."
TOOLTIP_DIPMAN_CREATE_SHOWREQ_BUTTON		"Mostra le possibili richieste"
STATUSBAR_DIPMAN_CREATE_SHOWTRTY_BUTTON		"Clicca qui per visualizzare i possibili tipi di trattati."
TOOLTIP_DIPMAN_CREATE_SHOWTRTY_BUTTON		"Mostra i possibili trattati"
STATUSBAR_DIPMAN_CREATE_SHOWGIFT_BUTTON		"Clicca qui per visualizzare i possibili tipi di doni."	
TOOLTIP_DIPMAN_CREATE_SHOWGIFT_BUTTON		"Mostra i possibili doni"
STATUSBAR_DIPMAN_CREATE_CHOOSEREQ_DISPLAY	"Seleziona il tipo di richiesta che vorresti unire a questa proposta."
TOOLTIP_DIPMAN_CREATE_CHOOSEREQ_DISPLAY		"Sceglie il tipo di richiesta"
STATUSBAR_DIPMAN_CREATE_EXCHANGE_DISPLAY	"Clicca qui per passare fra la prima e la seconda sezione."
TOOLTIP_DIPMAN_CREATE_EXCHANGE_DISPLAY		"Aggiunge uno scambio"
STATUSBAR_DIPMAN_CREATE_PROP_EMPTY_DISPLAY	"Seleziona una richiesta dal menu a sinistra."
TOOLTIP_DIPMAN_CREATE_PROP_EMPTY_DISPLAY	"Sceglie una proposta"
STATUSBAR_DIPMAN_CREATE_PROP_FULL_DISPLAY	"Clicca sul pulsante di invio per inviare questa proposta."
TOOLTIP_DIPMAN_CREATE_PROP_FULL_DISPLAY		"Testo della proposta"
STATUSBAR_DIPMAN_CREATE_ADD_RECIPIENT_DISPLAY	"Seleziona la civiltà alla quale vuoi inviare una proposta."
TOOLTIP_DIPMAN_CREATE_ADD_RECIPIENT_DISPLAY	"Sceglie il destinatario"
STATUSBAR_DIPMAN_CREATE_RECIPIENT_DESC_DISPLAY	"Hai selezionato {player[1].leader_name}, che governa {player[1].civ_name_plural#ARTICLE}."
TOOLTIP_DIPMAN_CREATE_RECIPIENT_DESC_DISPLAY	"Nome del destinatario"
STATUSBAR_DIPMAN_CREATE_AND_BOX_DISPLAY		"Questa è la seconda parte della tua proposta."
TOOLTIP_DIPMAN_CREATE_AND_BOX_DISPLAY		"Proposta secondaria"
STATUSBAR_DIPMAN_CREATE_SENDPROP_BUTTON		"Clicca qui per inviare la tua proposta diplomatica."
TOOLTIP_DIPMAN_CREATE_SENDPROP_BUTTON		"Invia la proposta"

#	Diplomacy Advice Window
STATUSBAR_DIPMAN_ADVICE_RECOMMEND_DISPLAY	"Questo è il suggerimento del tuo consigliere diplomatico."
